基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费,scale,m_fee,c_fee,sale_fee,sub_fee
008243,YDTYCZZQC,债券型,英大通盈纯债债券C,1.0171,1.0171,1.0163,1.0163,0.0008,0.08,开放申购,开放赎回,0.00%,0.01,0.3,0.1,0.3,0.00
008256,NF15NGKZA,债券指数,南方1-5年国开债A,1.0142,1.0142,1.0132,1.0132,0.0010,0.10,开放申购,开放赎回,0.60%,6.48,0.15,0.05,0.0,0.60
008257,NF15NGKZC,债券指数,南方1-5年国开债C,1.0131,1.0131,1.0121,1.0121,0.0010,0.10,开放申购,开放赎回,0.00%,0.0,0.15,0.05,0.1,0.00
008302,YYYHZQ,债券型,永赢易弘债券,1.0119,1.0119,1.0122,1.0122,-0.0003,-0.03,开放申购,开放赎回,0.08%,5.64,0.3,0.1,0.0,0.08
008320,PHQQZDZQDIIRMBC,QDII,鹏华全球中短债(QDII)人民币C,,,1.0546,1.0546,,,开放申购,开放赎回,0.00%,0.43,0.9,0.2,0.4,0.00
008321,PHQQZDZQDIIMYXHC,QDII,鹏华全球中短债(QDII)美元现汇C,,,0.1627,0.1627,,,开放申购,开放赎回,0.00%,0.43,0.9,0.2,0.4,0.00
008331,WJKZZZQA,债券型,万家可转债债券A,1.0149,1.0149,1.0168,1.0168,-0.0019,-0.19,开放申购,开放赎回,0.08%,0.37,0.8,0.2,0.0,0.08
008332,WJKZZZQC,债券型,万家可转债债券C,1.0119,1.0119,1.0139,1.0139,-0.0020,-0.20,开放申购,开放赎回,0.00%,0.01,0.8,0.2,0.4,0.00
008340,HFZZAHXYZA,债券指数,华富中债-安徽信用债A,1.0131,1.0131,1.0129,1.0129,0.0002,0.02,开放申购,开放赎回,0.05%,5.45,0.15,0.05,0.0,0.05
008341,HFZZAHXYZC,债券指数,华富中债-安徽信用债C,1.0126,1.0126,1.0125,1.0125,0.0001,0.01,开放申购,开放赎回,0.00%,0.0,0.15,0.05,0.1,0.00
008345,NHRZZQA,债券型,南华瑞泽债券A,1.1042,1.1042,1.1073,1.1073,-0.0031,-0.28,开放申购,开放赎回,0.08%,0.07,0.3,0.1,0.0,0.08
008346,NHRZZQC,债券型,南华瑞泽债券C,1.10,1.10,1.1031,1.1031,-0.0031,-0.28,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
008367,FGYZSYZQQDIIRMB,QDII,富国亚洲收益债券(QDII)人民币,,,1.0108,1.0108,,,开放申购,开放赎回,0.08%,1.4,0.8,0.2,0.0,0.08
008368,FGYZSYZQQDIIMY,QDII,富国亚洲收益债券(QDII)美元,,,0.1559,0.1559,,,开放申购,开放赎回,0.80%,1.4,0.8,0.2,0.0,0.80
008379,HFTZZ35NGKZC,债券指数,海富通中债3-5年国开债C,1.0215,1.0215,1.0203,1.0203,0.0012,0.12,开放申购,开放赎回,0.00%,0.0,0.15,0.05,0.1,0.00
008392,XYYZZLZQC,债券型,兴业优债增利债券C,1.0322,1.0722,1.0328,1.0728,-0.0006,-0.06,开放申购,开放赎回,0.00%,0.08,0.3,0.05,0.35,0.00
008394,FZFBHLCZA,债券型,方正富邦恒利纯债A,1.0107,1.0107,1.0104,1.0104,0.0003,0.03,开放申购,开放赎回,0.08%,4.51,0.3,0.1,0.0,0.08
008395,FZFBHLCZC,债券型,方正富邦恒利纯债C,1.01,1.01,1.0097,1.0097,0.0003,0.03,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.2,0.00
008398,HTFXFZ,债券型,汇添富鑫福债,1.0006,1.0006,1.0004,1.0004,0.0002,0.02,开放申购,开放赎回,0.06%,3.0,0.3,0.1,0.0,0.06
008409,JSCCJTYLCZZQ,债券型,景顺长城景泰裕利纯债债券,1.0063,1.0063,1.0060,1.0060,0.0003,0.03,开放申购,开放赎回,0.08%,8.61,0.3,0.1,0.0,0.08
008411,BSFXCZZQ,债券型,博时富信纯债债券,1.0090,1.0090,1.0086,1.0086,0.0004,0.04,开放申购,开放赎回,0.08%,3.03,0.3,0.1,0.0,0.08
008426,HAADZQA,债券型,华安安敦债券A,0.9923,0.9923,0.9920,0.9920,0.0003,0.03,开放申购,开放赎回,0.80%,0.05,0.3,0.1,0.0,0.80
008427,HAADZQC,债券型,华安安敦债券C,1.0107,1.0107,1.0104,1.0104,0.0003,0.03,开放申购,开放赎回,0.00%,14.03,0.3,0.1,0.1,0.00
008433,KSQDZA,债券型,凯石岐短债A,1.0045,1.0167,1.0043,1.0165,0.0002,0.02,开放申购,开放赎回,0.04%,0.73,0.3,0.1,0.0,0.04
008434,KSQDZC,债券型,凯石岐短债C,1.0040,1.0334,1.0048,1.0342,-0.0008,-0.08,开放申购,开放赎回,0.00%,0.01,0.3,0.1,0.1,0.00
008448,DBDZA,债券型,德邦短债A,1.0219,1.0219,1.0216,1.0216,0.0003,0.03,开放申购,开放赎回,0.04%,0.2,0.3,0.1,0.0,0.04
008449,DBDZC,债券型,德邦短债C,1.0196,1.0196,1.0193,1.0193,0.0003,0.03,开放申购,开放赎回,0.00%,0.21,0.3,0.1,0.25,0.00
008452,XQHXZQA,债券型,兴全恒鑫债券A,1.1415,1.1415,1.1471,1.1471,-0.0056,-0.49,开放申购,开放赎回,0.08%,3.55,0.6,0.15,0.0,0.08
008453,XQHXZQC,债券型,兴全恒鑫债券C,1.1370,1.1370,1.1426,1.1426,-0.0056,-0.49,开放申购,开放赎回,0.00%,1.11,0.6,0.15,0.4,0.00
008469,ZQAXHBZQA,债券型,朱雀安鑫回报债券A,1.1273,1.1273,1.1302,1.1302,-0.0029,-0.26,开放申购,开放赎回,0.80%,5.12,0.6,0.1,0.0,0.80
008470,ZQAXHBZQC,债券型,朱雀安鑫回报债券C,1.1255,1.1255,1.1284,1.1284,-0.0029,-0.26,开放申购,开放赎回,0.00%,1.06,0.6,0.1,0.3,0.00
008475,ZSMAZYZQA,债券型,招商民安增益债券A,1.03,1.03,1.0305,1.0305,-0.0005,-0.05,开放申购,开放赎回,0.08%,1.35,0.8,0.15,0.0,0.08
008476,ZSMAZYZQC,债券型,招商民安增益债券C,1.0247,1.0247,1.0252,1.0252,-0.0005,-0.05,开放申购,开放赎回,0.00%,0.36,0.8,0.15,0.6,0.00
008487,ZXJTWYZQ,定开债券,中信建投稳悦债券,1.0126,1.0476,1.0124,1.0474,0.0002,0.02,开放申购,开放赎回,0.60%,7.17,0.3,0.1,0.0,0.60
008497,PYPLZDZA,债券型,鹏扬浦利中短债A,1.0334,1.0334,1.0330,1.0330,0.0004,0.04,开放申购,开放赎回,0.40%,0.74,0.25,0.05,0.0,0.40
008498,PYPLZDZC,债券型,鹏扬浦利中短债C,1.0326,1.0326,1.0321,1.0321,0.0005,0.05,开放申购,开放赎回,0.00%,0.08,0.25,0.05,0.1,0.00
008501,PYJLLGYCYQZQA,债券型,鹏扬聚利六个月持有期债券A,1.1145,1.1145,1.1170,1.1170,-0.0025,-0.22,开放申购,开放赎回,0.08%,8.37,0.8,0.2,0.0,0.08
008502,PYJLLGYCYQZQC,债券型,鹏扬聚利六个月持有期债券C,1.1101,1.1101,1.1126,1.1126,-0.0025,-0.22,开放申购,开放赎回,0.00%,13.22,0.8,0.2,0.4,0.00
008504,GTXYHLZQC,债券型,国泰信用互利债券C,1.0465,1.1558,1.0465,1.1558,0,0.00,开放申购,开放赎回,0.00%,0.06,0.5,0.15,0.1,0.00
008505,ZSZDZZQA,债券型,浙商中短债债券A,1.0130,1.0130,1.0127,1.0127,0.0003,0.03,开放申购,开放赎回,0.08%,0.0,0.3,0.1,0.0,0.08
008506,ZSZDZZQC,债券型,浙商中短债债券C,1.0117,1.0117,1.0114,1.0114,0.0003,0.03,开放申购,开放赎回,0.00%,0.3,0.3,0.1,0.25,0.00
008511,BYHSZQA,债券型,宝盈鸿盛债券A,0.9879,0.9879,0.9880,0.9880,-0.0001,-0.01,开放申购,开放赎回,0.08%,2.49,0.6,0.15,0.0,0.08
008512,BYHSZQC,债券型,宝盈鸿盛债券C,0.9843,0.9843,0.9845,0.9845,-0.0002,-0.02,开放申购,开放赎回,0.00%,0.63,0.6,0.15,0.4,0.00
008524,HTBRJRZQA,债券型,华泰柏瑞锦瑞债券A,1.0435,1.0435,1.0459,1.0459,-0.0024,-0.23,开放申购,开放赎回,0.08%,1.17,0.3,0.1,0.0,0.08
008525,HTBRJRZQC,债券型,华泰柏瑞锦瑞债券C,1.0395,1.0395,1.0418,1.0418,-0.0023,-0.22,开放申购,开放赎回,0.00%,0.13,0.3,0.1,0.4,0.00
008529,HAXLZQA,债券型,汇安信利债券A,1.0081,1.0593,1.0078,1.0590,0.0003,0.03,开放申购,开放赎回,0.08%,1.03,0.7,0.1,0.0,0.08
008530,HAXLZQC,债券型,汇安信利债券C,1.0078,1.0557,1.0076,1.0555,0.0002,0.02,开放申购,开放赎回,0.00%,1.23,0.7,0.1,0.4,0.00
008539,GYKYLLZZQA,债券型,工银开元利率债债券A,1.0154,1.0154,1.0137,1.0137,0.0017,0.17,开放申购,开放赎回,0.04%,4.84,0.3,0.1,0.0,0.04
008540,GYKYLLZZQC,债券型,工银开元利率债债券C,1.0119,1.0119,1.0102,1.0102,0.0017,0.17,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
008548,ZSHYCZC,债券型,浙商惠盈纯债C,1.0543,1.0543,1.0541,1.0541,0.0002,0.02,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.2,0.00
008549,HAZZGXXYZA,债券指数,汇安中债-广西信用债A,1.0149,1.0303,1.0148,1.0302,0.0001,0.01,开放申购,开放赎回,0.08%,9.1,0.3,0.1,0.0,0.08
008550,HAZZGXXYZC,债券指数,汇安中债-广西信用债C,1.0096,1.0249,1.0096,1.0249,0,0.00,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.5,0.00
008558,YYBLZQA,债券型,永赢邦利债券A,1.0222,1.0222,1.0212,1.0212,0.0010,0.10,开放申购,开放赎回,0.80%,1.73,0.3,0.1,0.0,0.80
008559,YYBLZQC,债券型,永赢邦利债券C,1.0218,1.0218,1.0208,1.0208,0.0010,0.10,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.2,0.00
008571,JXMDCZA,债券型,金信民达纯债A,1.02,1.02,1.0190,1.0190,0.0010,0.10,开放申购,开放赎回,0.08%,0.05,0.3,0.08,0.0,0.08
008572,JXMDCZC,债券型,金信民达纯债C,1.0188,1.0188,1.0178,1.0178,0.0010,0.10,开放申购,开放赎回,0.00%,0.05,0.3,0.08,0.2,0.00
008574,ZJ13NZJZZS,债券指数,中加1-3年政金债指数,1.0119,1.0119,1.0113,1.0113,0.0006,0.06,开放申购,开放赎回,0.40%,49.45,0.15,0.05,0.0,0.40
008582,XYJFZQ,债券型,兴银聚丰债券,1.0145,1.0145,1.0144,1.0144,0.0001,0.01,开放申购,开放赎回,0.04%,15.15,0.3,0.1,0.0,0.04
008587,CHZDZZQA,债券型,淳厚中短债债券A,1.0111,1.0111,1.0111,1.0111,0,0.00,开放申购,开放赎回,0.035%,3.26,0.3,0.1,0.0,0.035
008588,CHZDZZQC,债券型,淳厚中短债债券C,1.0091,1.0091,1.0091,1.0091,0,0.00,开放申购,开放赎回,0.00%,0.06,0.3,0.1,0.25,0.00
008610,HFTTXSYZQC,债券型,海富通添鑫收益债券C,1.0508,1.0508,1.0530,1.0530,-0.0022,-0.21,开放申购,开放赎回,0.00%,0.19,0.7,0.15,0.4,0.00
008611,HFTTXSYZQA,债券型,海富通添鑫收益债券A,1.0539,1.0539,1.0561,1.0561,-0.0022,-0.21,开放申购,开放赎回,0.08%,1.39,0.7,0.15,0.0,0.08
008626,NF05NJSCTZA,债券指数,南方0-5年江苏城投债A,1.0093,1.0093,1.0091,1.0091,0.0002,0.02,开放申购,开放赎回,0.60%,7.35,0.15,0.05,0.0,0.60
008627,NF05NJSCTZC,债券指数,南方0-5年江苏城投债C,,,,,,,开放申购,开放赎回,0.00%,0.0,0.15,0.05,0.1,0.00
008632,NFJYDZE,债券型,南方吉元短债E,1.0198,1.0678,1.0196,1.0676,0.0002,0.02,开放申购,开放赎回,0.00%,0.01,0.3,0.08,0.2,0.00
008642,GJHYCZA,债券型,国金惠远纯债A,0.9999,0.9999,0.9998,0.9998,0.0001,0.01,开放申购,开放赎回,0.60%,4.84,0.3,0.1,0.0,0.60
008643,GJHYCZC,债券型,国金惠远纯债C,0.9813,0.9813,0.9812,0.9812,0.0001,0.01,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
008646,THZLDZA,债券型,天弘增利短债A,1.0185,1.0185,1.0184,1.0184,0.0001,0.01,开放申购,开放赎回,0.03%,1.74,0.3,0.05,0.0,0.03
008647,THZLDZC,债券型,天弘增利短债C,1.0174,1.0174,1.0173,1.0173,0.0001,0.01,开放申购,开放赎回,0.00%,12.72,0.3,0.05,0.15,0.00
008651,BSFJYNQDKZFQS,定开债券,博时富进一年期定开债发起式,1.0270,1.0270,1.0266,1.0266,0.0004,0.04,开放申购,开放赎回,0.60%,2.15,0.3,0.1,0.0,0.60
008652,CCZZ13NZJZA,债券指数,长城中债1-3年政金债A,1.0099,1.0099,1.0094,1.0094,0.0005,0.05,开放申购,开放赎回,0.40%,0.3,0.15,0.05,0.0,0.40
008653,CCZZ13NZJZC,债券指数,长城中债1-3年政金债C,1.0093,1.0093,1.0089,1.0089,0.0004,0.04,开放申购,开放赎回,0.00%,0.0,0.15,0.05,0.1,0.00
008684,BYYXCZZQA,债券型,宝盈盈旭纯债债券A,1.0125,1.0125,1.0132,1.0132,-0.0007,-0.07,开放申购,开放赎回,0.08%,0.48,0.6,0.15,0.0,0.08
008685,BYYXCZZQC,债券型,宝盈盈旭纯债债券C,1.0105,1.0105,1.0112,1.0112,-0.0007,-0.07,开放申购,开放赎回,0.00%,0.04,0.6,0.15,0.4,0.00
008686,DCJYZDZA,债券型,大成景优中短债A,1.0170,1.0170,1.0163,1.0163,0.0007,0.07,开放申购,开放赎回,0.10%,2.05,0.3,0.1,0.0,0.10
008687,DCJYZDZC,债券型,大成景优中短债C,1.0166,1.0166,1.0159,1.0159,0.0007,0.07,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
008688,DCJLCZZQA,债券型,大成景乐纯债债券A,1.0273,1.0273,1.0274,1.0274,-0.0001,-0.01,开放申购,开放赎回,0.08%,1.89,0.7,0.2,0.0,0.08
008689,DCJLCZZQC,债券型,大成景乐纯债债券C,1.0238,1.0238,1.0239,1.0239,-0.0001,-0.01,开放申购,开放赎回,0.00%,0.14,0.7,0.2,0.4,0.00
008694,PAYSCDZA,债券型,平安元盛超短债A,1.0247,1.0247,1.0246,1.0246,0.0001,0.01,开放申购,开放赎回,0.04%,0.51,0.3,0.1,0.0,0.04
008695,PAYSCDZC,债券型,平安元盛超短债C,1.0231,1.0231,1.0230,1.0230,0.0001,0.01,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
008696,PAYSCDZE,债券型,平安元盛超短债E,1.0223,1.0223,1.0222,1.0222,0.0001,0.01,开放申购,开放赎回,0.00%,1.47,0.3,0.1,0.25,0.00
008726,PATYZQA,债券型,平安添裕债券A,1.0488,1.0488,1.0536,1.0536,-0.0048,-0.46,开放申购,开放赎回,0.08%,13.97,0.7,0.2,0.0,0.08
008727,PATYZQC,债券型,平安添裕债券C,1.0464,1.0464,1.0512,1.0512,-0.0048,-0.46,开放申购,开放赎回,0.00%,0.16,0.7,0.2,0.4,0.00
008731,ZSTHCZA,债券型,招商添浩纯债A,0.9893,0.9893,0.9892,0.9892,0.0001,0.01,开放申购,开放赎回,0.80%,0.0,0.3,0.1,0.0,0.80
008732,ZSTHCZC,债券型,招商添浩纯债C,0.9929,0.9929,0.9929,0.9929,0,0.00,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.2,0.00
008747,DCJTCZZQA,债券型,大成景泰纯债债券A,1.0291,1.0291,1.0291,1.0291,0,0.00,开放申购,开放赎回,0.08%,0.49,0.7,0.2,0.0,0.08
008748,DCJTCZZQC,债券型,大成景泰纯债债券C,1.0255,1.0255,1.0255,1.0255,0,0.00,开放申购,开放赎回,0.00%,0.09,0.7,0.2,0.4,0.00
008751,DCQQMYZZQQDIIA,QDII,大成全球美元债债券(QDII)A,,,1.0671,1.0671,,,开放申购,开放赎回,0.08%,2.6,0.8,0.25,0.0,0.08
008752,DCQQMYZZQQDIIC,QDII,大成全球美元债债券(QDII)C,,,1.0626,1.0626,,,开放申购,开放赎回,0.00%,0.03,0.8,0.25,0.4,0.00
008761,NFJYZDLLZ,债券型,南方骏元中短利率债,1.0088,1.0168,1.0081,1.0161,0.0007,0.07,开放申购,开放赎回,0.80%,14.04,0.3,0.05,0.0,0.80
008765,ZJRXCZZQA,债券型,中加瑞享纯债债券A,0.9897,0.9897,0.9894,0.9894,0.0003,0.03,开放申购,开放赎回,0.40%,0.54,0.3,0.1,0.0,0.40
008771,NFZYZQA,债券型,南方昭元债券A,1.0221,1.0221,1.0213,1.0213,0.0008,0.08,开放申购,开放赎回,0.80%,0.71,0.3,0.1,0.0,0.80
008772,NFZYZQC,债券型,南方昭元债券C,,,,,,,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
008774,ZSXFZDZA,债券型,招商鑫福中短债A,1.0193,1.0193,1.0191,1.0191,0.0002,0.02,开放申购,开放赎回,0.035%,1.09,0.3,0.05,0.0,0.035
008775,ZSXFZDZC,债券型,招商鑫福中短债C,1.0170,1.0170,1.0168,1.0168,0.0002,0.02,开放申购,开放赎回,0.00%,0.09,0.3,0.05,0.35,0.00
008783,NFLYZDLLZA,债券型,南方乐元中短利率债A,0.9980,0.9980,0.9971,0.9971,0.0009,0.09,开放申购,开放赎回,0.80%,13.43,0.3,0.05,0.0,0.80
008784,NFLYZDLLZC,债券型,南方乐元中短利率债C,0.9946,0.9946,0.9938,0.9938,0.0008,0.08,开放申购,开放赎回,0.00%,0.01,0.3,0.05,0.4,0.00
008791,ZSAHZQA,债券型,招商安华债券A,1.0689,1.0689,1.0678,1.0678,0.0011,0.10,开放申购,开放赎回,0.08%,9.05,0.3,0.1,0.0,0.08
008792,ZSAHZQC,债券型,招商安华债券C,1.0663,1.0663,1.0653,1.0653,0.0010,0.09,开放申购,开放赎回,0.00%,0.12,0.3,0.1,0.3,0.00
008798,GJHALLZA,债券型,国金惠安利率债A,0.9865,0.9865,0.9851,0.9851,0.0014,0.14,开放申购,开放赎回,0.06%,24.13,0.25,0.05,0.0,0.06
008799,GJHALLZC,债券型,国金惠安利率债C,0.9860,0.9860,0.9847,0.9847,0.0013,0.13,开放申购,开放赎回,0.00%,0.14,0.25,0.05,0.1,0.00
008804,ZSTHCZA,债券型,招商添华纯债A,1.0124,1.0124,1.0120,1.0120,0.0004,0.04,开放申购,开放赎回,0.08%,0.53,0.6,0.2,0.0,0.08
008805,ZSTHCZC,债券型,招商添华纯债C,1.0089,1.0089,1.0086,1.0086,0.0003,0.03,开放申购,开放赎回,0.00%,0.03,0.6,0.2,0.6,0.00
008817,HBKZZZQC,债券型,华宝可转债债券C,1.3724,1.3724,1.3796,1.3796,-0.0072,-0.52,开放申购,开放赎回,0.00%,1.79,0.7,0.2,0.25,0.00
008820,DCJYZDZA,债券型,大成景悦中短债A,1.0205,1.0205,1.0188,1.0188,0.0017,0.17,开放申购,开放赎回,0.04%,0.49,0.3,0.1,0.0,0.04
008821,DCJYZDZC,债券型,大成景悦中短债C,1.0187,1.0187,1.0170,1.0170,0.0017,0.17,开放申购,开放赎回,0.00%,42.58,0.3,0.1,0.25,0.00
008822,JSCCZZ13NGKHZQZSA,债券指数,景顺长城中债1-3年国开行债券指数A,1.0170,1.0170,1.0164,1.0164,0.0006,0.06,开放申购,开放赎回,0.60%,41.29,0.15,0.05,0.0,0.60
008823,JSCCZZ13NGKHZQZSC,债券指数,景顺长城中债1-3年国开行债券指数C,1.0321,1.0321,1.0315,1.0315,0.0006,0.06,开放申购,开放赎回,0.00%,1.51,0.15,0.05,0.1,0.00
008873,GSABZCCZA,债券型,国寿安保尊诚纯债A,0.9946,0.9946,0.9945,0.9945,0.0001,0.01,开放申购,开放赎回,0.08%,3.57,0.7,0.1,0.0,0.08
008874,GSABZCCZC,债券型,国寿安保尊诚纯债C,0.9917,0.9917,0.9916,0.9916,0.0001,0.01,开放申购,开放赎回,0.00%,0.44,0.7,0.1,0.4,0.00
008875,GSABZHLLZZQA,债券型,国寿安保尊恒利率债债券A,1.0290,1.0290,1.0282,1.0282,0.0008,0.08,开放申购,开放赎回,0.08%,4.14,0.3,0.1,0.0,0.08
008876,GSABZHLLZZQC,债券型,国寿安保尊恒利率债债券C,1.0266,1.0266,1.0258,1.0258,0.0008,0.08,开放申购,开放赎回,0.00%,0.01,0.3,0.1,0.4,0.00
008879,GLAZZ13NZJRZ,债券指数,国联安中债1-3年政金融债,0.9998,0.9998,0.9988,0.9988,0.0010,0.10,开放申购,开放赎回,0.04%,0.5,0.15,0.05,0.0,0.04
008880,GLAZSCZA,债券型,国联安增顺纯债A,1.0081,1.0081,1.0074,1.0074,0.0007,0.07,开放申购,开放赎回,0.06%,0.29,0.4,0.05,0.0,0.06
008881,GLAZSCZC,债券型,国联安增顺纯债C,1.0065,1.0065,1.0058,1.0058,0.0007,0.07,开放申购,开放赎回,0.00%,0.14,0.4,0.05,0.4,0.00
008882,GLAZQCZA,债券型,国联安增祺纯债A,1.0011,1.0011,1.0007,1.0007,0.0004,0.04,开放申购,开放赎回,0.60%,0.2,0.3,0.08,0.0,0.60
008883,GLAZQCZC,债券型,国联安增祺纯债C,1.0007,1.0007,1.0003,1.0003,0.0004,0.04,开放申购,开放赎回,0.00%,0.0,0.3,0.08,0.05,0.00
008897,SYKZZJXZQ,债券型,上银可转债精选债券,0.9833,0.9833,0.9867,0.9867,-0.0034,-0.34,开放申购,开放赎回,0.08%,0.61,1.0,0.2,0.0,0.08
008911,PAYFZDZZQA,债券型,平安元丰中短债债券A,1.0169,1.0169,1.0172,1.0172,-0.0003,-0.03,开放申购,开放赎回,0.03%,0.42,0.3,0.1,0.0,0.03
008912,PAYFZDZZQC,债券型,平安元丰中短债债券C,1.0150,1.0150,1.0153,1.0153,-0.0003,-0.03,开放申购,开放赎回,0.00%,0.05,0.3,0.1,0.1,0.00
008913,PAYFZDZZQE,债券型,平安元丰中短债债券E,1.0150,1.0150,1.0153,1.0153,-0.0003,-0.03,开放申购,开放赎回,0.00%,0.34,0.3,0.1,0.25,0.00
008933,THZZ13NGKZ,债券指数,天弘中债1-3年国开债,1.0017,1.0017,1.0010,1.0010,0.0007,0.07,开放申购,开放赎回,0.05%,81.89,0.15,0.05,0.0,0.05
008936,ZYCYZZQC,债券型,中银产业债债券C,1.1937,1.1937,1.1946,1.1946,-0.0009,-0.08,开放申购,开放赎回,0.00%,0.0,0.6,0.1,0.4,0.00
008937,NDAYCZ,债券型,诺德安盈纯债,1.0023,1.0023,1.0018,1.0018,0.0005,0.05,开放申购,开放赎回,0.08%,4.0,0.3,0.1,0.0,0.08
008939,HTZJYYG3YGDZA,债券型,华泰紫金月月购3月滚动债A,1.0074,1.0074,1.0075,1.0075,-0.0001,-0.01,开放申购,开放赎回,0.50%,0.59,0.3,0.1,0.0,0.50
008940,HTZJYYG3YGDZC,债券型,华泰紫金月月购3月滚动债C,1.0063,1.0063,1.0064,1.0064,-0.0001,-0.01,开放申购,开放赎回,0.00%,0.46,0.3,0.1,0.3,0.00
008947,HXDYZQA,债券型,华夏鼎源债券A,1.0642,1.0642,1.0670,1.0670,-0.0028,-0.26,开放申购,开放赎回,0.08%,3.32,0.7,0.2,0.0,0.08
008948,HXDYZQC,债券型,华夏鼎源债券C,1.0614,1.0614,1.0642,1.0642,-0.0028,-0.26,开放申购,开放赎回,0.00%,0.37,0.7,0.2,0.4,0.00
008956,PHZZ35NGKZZSA,债券指数,鹏华中债3-5年国开债指数A,1.0039,1.0039,1.0027,1.0027,0.0012,0.12,开放申购,开放赎回,0.60%,10.53,0.15,0.05,0.0,0.60
008957,PHZZ35NGKZZSC,债券指数,鹏华中债3-5年国开债指数C,1.0030,1.0030,1.0018,1.0018,0.0012,0.12,开放申购,开放赎回,0.00%,0.0,0.15,0.05,0.1,0.00
008974,CCWJZLZQC,债券型,长城稳健增利债券C,1.2179,1.2179,1.2176,1.2176,0.0003,0.02,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.3,0.00
008993,HTFDCLCZA,债券型,汇添富多策略纯债A,1.0143,1.0143,1.0135,1.0135,0.0008,0.08,开放申购,开放赎回,0.08%,6.26,0.4,0.1,0.0,0.08
008994,HTFDCLCZC,债券型,汇添富多策略纯债C,1.0111,1.0111,1.0103,1.0103,0.0008,0.08,开放申购,开放赎回,0.00%,0.5,0.4,0.1,0.4,0.00
008995,ZYZQAPZQA,债券型,中银证券安沛债券A,1.0097,1.0097,1.0090,1.0090,0.0007,0.07,开放申购,开放赎回,0.08%,2.01,0.3,0.1,0.0,0.08
008996,ZYZQAPZQC,债券型,中银证券安沛债券C,1.0085,1.0085,1.0078,1.0078,0.0007,0.07,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.01,0.00
009035,PYASZZ13NGKZA,债券指数,浦银安盛中债1-3年国开债A,1.0157,1.0157,1.0152,1.0152,0.0005,0.05,开放申购,开放赎回,0.50%,33.98,0.15,0.05,0.0,0.50
009036,PYASZZ13NGKZC,债券指数,浦银安盛中债1-3年国开债C,1.0189,1.0189,1.0184,1.0184,0.0005,0.05,开放申购,开放赎回,0.00%,0.0,0.15,0.05,0.1,0.00
009037,PYASPQCZZQA,债券型,浦银安盛普庆纯债债券A,1.0134,1.0134,1.0130,1.0130,0.0004,0.04,开放申购,开放赎回,0.80%,0.05,0.3,0.1,0.0,0.80
009038,PYASPQCZZQC,债券型,浦银安盛普庆纯债债券C,1.0122,1.0122,1.0118,1.0118,0.0004,0.04,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.35,0.00
009041,PYASPTCZZQA,债券型,浦银安盛普天纯债债券A,1.0124,1.0124,1.0123,1.0123,0.0001,0.01,开放申购,开放赎回,0.80%,39.12,0.3,0.1,0.0,0.80
009042,PYASPTCZZQC,债券型,浦银安盛普天纯债债券C,1.0107,1.0107,1.0106,1.0106,0.0001,0.01,开放申购,开放赎回,0.00%,1.79,0.3,0.1,0.35,0.00
009087,TPZZ13NZCXJRZA,债券指数,太平中债1-3年政策性金融债A,1.0152,1.0164,1.0146,1.0158,0.0006,0.06,开放申购,开放赎回,0.06%,0.71,0.15,0.05,0.0,0.06
009088,TPZZ13NZCXJRZC,债券指数,太平中债1-3年政策性金融债C,1.0144,1.0156,1.0139,1.0151,0.0005,0.05,开放申购,开放赎回,0.00%,0.51,0.15,0.05,0.1,0.00
009089,JSWGSYZQA,债券型,嘉实稳固收益债券A,1.24,1.2570,1.2450,1.2620,-0.0050,-0.40,开放申购,开放赎回,0.08%,9.49,0.65,0.18,0.0,0.08
009093,HTBRHLZDZA,债券型,华泰柏瑞鸿利中短债A,1.0077,1.0077,1.0070,1.0070,0.0007,0.07,开放申购,开放赎回,0.035%,0.26,0.3,0.1,0.0,0.035
009094,HTBRHLZDZC,债券型,华泰柏瑞鸿利中短债C,1.0054,1.0054,1.0048,1.0048,0.0006,0.06,开放申购,开放赎回,0.00%,0.04,0.3,0.1,0.35,0.00
009095,HTBRHLZDZE,债券型,华泰柏瑞鸿利中短债E,1.0077,1.0077,1.0070,1.0070,0.0007,0.07,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.01,0.00
