基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费,scale,m_fee,c_fee,sale_fee,sub_fee
007426,ZSHJJYZDZA,债券型,浙商汇金聚盈中短债A,1.0154,1.0424,1.0149,1.0419,0.0005,0.05,开放申购,开放赎回,0.03%,2.01,0.3,0.1,0.0,0.03
007433,XYHFZCXJRZ,债券型,兴银合丰政策性金融债,1.0172,1.0459,1.0166,1.0453,0.0006,0.06,开放申购,开放赎回,0.06%,6.55,0.3,0.1,0.0,0.06
007440,NFXYZQA,债券型,南方旭元债券A,1.0401,1.0401,1.0398,1.0398,0.0003,0.03,开放申购,开放赎回,0.80%,2.12,0.3,0.1,0.0,0.80
007441,NFXYZQC,债券型,南方旭元债券C,1.0401,1.0401,1.0398,1.0398,0.0003,0.03,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
007443,ZSHJJYZDZC,债券型,浙商汇金聚盈中短债C,1.0113,1.0383,1.0108,1.0378,0.0005,0.05,开放申购,开放赎回,0.00%,0.2,0.3,0.1,0.25,0.00
007445,GTRYSYZQ,定开债券,国投瑞银顺悦债券,1.0545,1.0545,1.0537,1.0537,0.0008,0.08,开放申购,开放赎回,0.80%,4.04,0.3,0.1,0.0,0.80
007446,ZOZQHBZQLOFC,债券型,中欧增强回报债券(LOF)C,1.0585,1.1294,1.0694,1.1290,0.0004,0.04,开放申购,开放赎回,0.00%,0.68,0.7,0.2,0.4,0.00
007447,PAHTCZ,债券型,平安惠泰纯债,1.0254,1.0604,1.0249,1.0599,0.0005,0.05,开放申购,开放赎回,0.80%,8.16,0.3,0.1,0.0,0.80
007456,HTF90TDZA,债券型,汇添富90天短债A,1.0598,1.0598,1.0596,1.0596,0.0002,0.02,开放申购,开放赎回,0.04%,3.14,0.25,0.1,0.0,0.04
007457,HTF90TDZB,债券型,汇添富90天短债B,1.0567,1.0567,1.0565,1.0565,0.0002,0.02,开放申购,开放赎回,0.00%,1.18,0.25,0.1,0.18,0.00
007458,HTF90TDZC,债券型,汇添富90天短债C,1.0598,1.0598,1.0596,1.0596,0.0002,0.02,开放申购,开放赎回,0.00%,0.08,0.25,0.1,0.01,0.00
007485,BSZZ35NGKHA,债券指数,博时中债3-5年国开行A,1.0122,1.0448,1.0110,1.0436,0.0012,0.12,开放申购,开放赎回,0.05%,3.08,0.15,0.05,0.0,0.05
007486,BSZZ35NGKHC,债券指数,博时中债3-5年国开行C,1.0119,1.0426,1.0108,1.0415,0.0011,0.11,开放申购,开放赎回,0.00%,0.06,0.15,0.05,0.1,0.00
007492,SYZCXJRZ,债券型,上银政策性金融债,1.0181,1.0334,1.0169,1.0322,0.0012,0.12,开放申购,开放赎回,0.08%,16.21,0.3,0.1,0.0,0.08
007495,XYZZ13NZJZC,债券指数,兴业中债1-3年政金债C,1.1112,1.1812,1.1106,1.1806,0.0006,0.05,开放申购,开放赎回,0.00%,0.0,0.15,0.05,0.1,0.00
007507,DCZZ35NGKZA,债券指数,大成中债3-5年国开债A,1.0119,1.0549,1.0107,1.0537,0.0012,0.12,开放申购,开放赎回,0.05%,45.74,0.15,0.05,0.0,0.05
007508,DCZZ35NGKZC,债券指数,大成中债3-5年国开债C,1.0113,1.0523,1.0101,1.0511,0.0012,0.12,开放申购,开放赎回,0.00%,5.71,0.15,0.05,0.1,0.00
007510,NFTYZQA,债券型,南方泰元债券A,1.0568,1.0568,1.0562,1.0562,0.0006,0.06,开放申购,开放赎回,0.80%,23.9,0.3,0.1,0.0,0.80
007511,NFTYZQC,债券型,南方泰元债券C,1.0504,1.0504,1.0499,1.0499,0.0005,0.05,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
007516,RTZRSGYDKZ,定开债券,融通增润三个月定开债,1.0180,1.0408,1.0175,1.0403,0.0005,0.05,开放申购,开放赎回,0.70%,30.52,0.3,0.1,0.0,0.70
007520,FADFLCZ,债券型,富安达富利纯债,1.0444,1.0444,1.0443,1.0443,0.0001,0.01,开放申购,开放赎回,0.06%,2.73,0.3,0.1,0.0,0.06
007529,JSHXZDZA,债券型,嘉实汇鑫中短债A,1.0197,1.0197,1.0196,1.0196,0.0001,0.01,开放申购,开放赎回,0.40%,0.61,0.3,0.1,0.0,0.40
007530,JSHXZDZC,债券型,嘉实汇鑫中短债C,1.0143,1.0143,1.0143,1.0143,0,0.00,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
007536,BSFLCZZQ,债券型,博时富乐纯债债券,1.0231,1.0434,1.0229,1.0432,0.0002,0.02,开放申购,开放赎回,0.08%,0.67,0.3,0.1,0.0,0.08
007537,JSCCJTYLCZ,债券型,景顺长城景泰盈利纯债,1.0593,1.0593,1.0589,1.0589,0.0004,0.04,开放申购,开放赎回,0.80%,10.99,0.3,0.1,0.0,0.80
007540,HTBXAYZQ,债券型,华泰保兴安悦债券,1.0454,1.0454,1.0449,1.0449,0.0005,0.05,开放申购,开放赎回,0.08%,16.4,0.3,0.1,0.0,0.08
007542,YYKTZGDJZDZA,债券型,永赢开泰中高等级中短债A,1.0444,1.0444,1.0441,1.0441,0.0003,0.03,开放申购,开放赎回,0.03%,1.35,0.3,0.1,0.0,0.03
007543,YYKTZGDJZDZC,债券型,永赢开泰中高等级中短债C,1.0416,1.0416,1.0413,1.0413,0.0003,0.03,开放申购,开放赎回,0.00%,0.01,0.3,0.1,0.2,0.00
007546,RTZXCZZQ,债券型,融通增享纯债债券,1.0357,1.0357,1.0351,1.0351,0.0006,0.06,开放申购,开放赎回,0.70%,0.62,0.3,0.1,0.0,0.70
007554,CTHLCZ,债券型,财通恒利纯债,1.0043,1.0143,1.0042,1.0142,0.0001,0.01,开放申购,开放赎回,0.08%,0.0,0.3,0.1,0.0,0.08
007555,ZHRMCZA,债券型,中航瑞明纯债A,1.0193,1.0193,1.0192,1.0192,0.0001,0.01,开放申购,开放赎回,0.06%,8.81,0.3,0.1,0.0,0.06
007556,ZHRMCZC,债券型,中航瑞明纯债C,1.0189,1.0189,1.0188,1.0188,0.0001,0.01,开放申购,开放赎回,0.00%,0.21,0.3,0.1,0.1,0.00
007557,ZJYXZGDJZQA,债券型,中加优选中高等级债券A,1.0350,1.0350,1.0346,1.0346,0.0004,0.04,开放申购,开放赎回,0.08%,1.07,0.7,0.2,0.0,0.08
007558,ZJYXZGDJZQC,债券型,中加优选中高等级债券C,1.0303,1.0303,1.0299,1.0299,0.0004,0.04,开放申购,开放赎回,0.00%,0.04,0.7,0.2,0.4,0.00
007564,PYCMZQA,债券型,鹏扬淳明债券A,1.0166,1.0266,1.0160,1.0260,0.0006,0.06,开放申购,开放赎回,0.60%,1.02,0.3,0.1,0.0,0.60
007565,PYCMZQC,债券型,鹏扬淳明债券C,1.0154,1.0224,1.0148,1.0218,0.0006,0.06,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
007566,ZYNXZQ,债券型,中银宁享债券,1.0014,1.0014,1.0010,1.0010,0.0004,0.04,开放申购,开放赎回,0.80%,1.0,0.3,0.1,0.0,0.80
007582,ZTQYZDZA,债券型,中泰青月中短债A,1.0501,1.0501,1.0498,1.0498,0.0003,0.03,开放申购,开放赎回,0.03%,8.49,0.3,0.1,0.0,0.03
007583,ZTQYZDZC,债券型,中泰青月中短债C,1.0443,1.0443,1.0440,1.0440,0.0003,0.03,开放申购,开放赎回,0.00%,1.9,0.3,0.1,0.4,0.00
007603,JSCCZDZA,债券型,景顺长城中短债A,1.0377,1.0377,1.0373,1.0373,0.0004,0.04,开放申购,开放赎回,0.04%,1.12,0.3,0.1,0.0,0.04
007604,JSCCZDZC,债券型,景顺长城中短债C,1.0341,1.0341,1.0338,1.0338,0.0003,0.03,开放申购,开放赎回,0.00%,0.19,0.3,0.1,0.3,0.00
007609,HAJCZQA,债券型,汇安嘉诚债券A,1.0353,1.0878,1.0354,1.0879,-0.0001,-0.01,开放申购,开放赎回,0.06%,1.57,0.7,0.15,0.0,0.06
007610,HAJCZQC,债券型,汇安嘉诚债券C,1.0333,1.0818,1.0334,1.0819,-0.0001,-0.01,开放申购,开放赎回,0.00%,3.12,0.7,0.15,0.4,0.00
007611,HAYHCZZQA,债券型,汇安裕和纯债债券A,1.0123,1.0123,1.0119,1.0119,0.0004,0.04,开放申购,开放赎回,0.06%,5.03,0.3,0.1,0.0,0.06
007612,HAYHCZZQC,债券型,汇安裕和纯债债券C,1.0135,1.0135,1.0131,1.0131,0.0004,0.04,开放申购,开放赎回,0.00%,0.01,0.3,0.1,0.1,0.00
007637,XYXRXDZC,债券型,兴银鑫日享短债C,1.0370,1.0370,1.0363,1.0363,0.0007,0.07,开放申购,开放赎回,0.00%,0.01,0.3,0.08,0.3,0.00
007640,TDHLYLZQ,债券型,泰达宏利永利债券,1.0545,1.0545,1.0520,1.0520,0.0025,0.24,开放申购,开放赎回,0.08%,0.11,0.3,0.1,0.0,0.08
007644,HBBRZQ,债券型,华宝宝润债券,1.0165,1.0265,1.0161,1.0261,0.0004,0.04,开放申购,开放赎回,0.80%,19.96,0.3,0.1,0.0,0.80
007655,NFDYZDZA,债券型,南方定元中短债A,1.0307,1.0307,1.0306,1.0306,0.0001,0.01,开放申购,开放赎回,0.04%,3.22,0.3,0.1,0.0,0.04
007656,NFDYZDZC,债券型,南方定元中短债C,1.0258,1.0258,1.0258,1.0258,0,0.00,开放申购,开放赎回,0.00%,0.44,0.3,0.1,0.4,0.00
007666,HXDHZQA,债券型,华夏鼎泓债券A,1.13,1.13,1.1311,1.1311,-0.0011,-0.10,开放申购,开放赎回,0.08%,0.83,0.6,0.2,0.0,0.08
007667,HXDHZQC,债券型,华夏鼎泓债券C,1.1248,1.1248,1.1259,1.1259,-0.0011,-0.10,开放申购,开放赎回,0.00%,1.87,0.6,0.2,0.4,0.00
007670,JSSYYHJXZQ,债券型,嘉实商业银行精选债券,1.0105,1.0267,1.0103,1.0265,0.0002,0.02,开放申购,开放赎回,0.80%,0.61,0.25,0.05,0.0,0.80
007683,HSZZJXZQA,债券型,华商转债精选债券A,0.9819,0.9819,0.9877,0.9877,-0.0058,-0.59,开放申购,开放赎回,0.08%,0.72,0.6,0.2,0.0,0.08
007684,HSZZJXZQC,债券型,华商转债精选债券C,0.9812,0.9812,0.9870,0.9870,-0.0058,-0.59,开放申购,开放赎回,0.00%,0.42,0.6,0.2,0.3,0.00
007703,WJXSCZA,债券型,万家鑫盛纯债A,1.0155,1.0398,1.0153,1.0396,0.0002,0.02,开放申购,开放赎回,0.80%,35.14,0.3,0.1,0.0,0.80
007704,WJXSCZC,债券型,万家鑫盛纯债C,1.0147,1.0381,1.0145,1.0379,0.0002,0.02,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
007706,NFCYZQA,债券型,南方聪元债券A,1.0171,1.0474,1.0162,1.0465,0.0009,0.09,开放申购,开放赎回,0.80%,3.13,0.3,0.1,0.0,0.80
007707,NFCYZQC,债券型,南方聪元债券C,1.0171,1.0261,1.0162,1.0252,0.0009,0.09,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.4,0.00
007714,NFHYLLZZQA,债券型,南方贺元利率债债券A,1.0218,1.0508,1.0211,1.0501,0.0007,0.07,开放申购,开放赎回,0.08%,6.79,0.3,0.1,0.0,0.08
007715,NFHYLLZZQC,债券型,南方贺元利率债债券C,1.0160,1.0450,1.0153,1.0443,0.0007,0.07,开放申购,开放赎回,0.00%,0.01,0.3,0.1,0.4,0.00
007716,JSZHCZZQ,债券型,嘉实致华纯债债券,1.0083,1.0122,1.0073,1.0112,0.0010,0.10,开放申购,开放赎回,0.80%,0.55,0.3,0.1,0.0,0.80
007740,THXYZQA,债券型,天弘信益债券A,1.0105,1.0309,1.0103,1.0307,0.0002,0.02,开放申购,开放赎回,0.80%,3.14,0.3,0.1,0.0,0.80
007741,THXYZQC,债券型,天弘信益债券C,1.0088,1.0265,1.0086,1.0263,0.0002,0.02,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.3,0.00
007744,CSAYCZZQA,债券型,长盛安逸纯债债券A,0.9992,0.9992,0.9985,0.9985,0.0007,0.07,开放申购,开放赎回,0.05%,0.27,0.6,0.2,0.0,0.05
007745,CSAYCZZQC,债券型,长盛安逸纯债债券C,0.9964,0.9964,0.9956,0.9956,0.0008,0.08,开放申购,开放赎回,0.00%,0.04,0.6,0.2,0.3,0.00
007752,ZYZLZQA,债券型,中银招利债券A,1.0895,1.0895,1.0886,1.0886,0.0009,0.08,开放申购,开放赎回,0.08%,4.67,0.7,0.2,0.0,0.08
007753,ZYZLZQC,债券型,中银招利债券C,1.0838,1.0838,1.0829,1.0829,0.0009,0.08,开放申购,开放赎回,0.00%,0.33,0.7,0.2,0.4,0.00
007754,SYHYLZDQZQA,债券型,上银慧永利中短期债券A,1.0070,1.0070,1.0069,1.0069,0.0001,0.01,开放申购,开放赎回,0.04%,29.06,0.3,0.1,0.0,0.04
007755,SYHYLZDQZQC,债券型,上银慧永利中短期债券C,1.0044,1.0044,1.0043,1.0043,0.0001,0.01,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.25,0.00
007765,QHKY13NGKZA,债券指数,前海开源1-3年国开债A,1.0160,1.0410,1.0152,1.0402,0.0008,0.08,开放申购,开放赎回,0.05%,3.04,0.15,0.05,0.0,0.05
007766,QHKY13NGKZC,债券指数,前海开源1-3年国开债C,1.0154,1.0404,1.0146,1.0396,0.0008,0.08,开放申购,开放赎回,0.00%,0.01,0.15,0.05,0.1,0.00
007768,XDAYASCZ,债券型,信达澳银安盛纯债,1.0008,1.0008,1.0005,1.0005,0.0003,0.03,开放申购,开放赎回,0.08%,0.61,0.3,0.1,0.0,0.08
007772,PYASSXDKZQ,定开债券,浦银安盛盛煊定开债券,1.0194,1.0334,1.0191,1.0331,0.0003,0.03,开放申购,开放赎回,0.80%,50.74,0.3,0.1,0.0,0.80
007790,NFMYDZA,债券型,南方梦元短债A,1.0348,1.0348,1.0347,1.0347,0.0001,0.01,开放申购,开放赎回,0.03%,3.23,0.25,0.05,0.0,0.03
007791,NFMYDZC,债券型,南方梦元短债C,1.0313,1.0313,1.0312,1.0312,0.0001,0.01,开放申购,开放赎回,0.00%,0.67,0.25,0.05,0.3,0.00
007833,CSWYTLZQA,债券型,长盛稳怡添利债券A,1.1346,1.1346,1.1357,1.1357,-0.0011,-0.10,开放申购,开放赎回,0.08%,0.22,0.7,0.2,0.0,0.08
007834,CSWYTLZQC,债券型,长盛稳怡添利债券C,1.1297,1.1297,1.1308,1.1308,-0.0011,-0.10,开放申购,开放赎回,0.00%,0.1,0.7,0.2,0.4,0.00
007837,GSABZYCZA,债券型,国寿安保尊耀纯债A,1.0570,1.0570,1.0575,1.0575,-0.0005,-0.05,开放申购,开放赎回,0.08%,15.79,0.5,0.1,0.0,0.08
007859,PA510NQZCXJRZA,债券型,平安5-10年期政策性金融债A,1.0270,1.0270,1.0262,1.0262,0.0008,0.08,开放申购,开放赎回,0.03%,0.57,0.3,0.1,0.0,0.03
007860,PA510NQZCXJRZC,债券型,平安5-10年期政策性金融债C,1.0158,1.0158,1.0150,1.0150,0.0008,0.08,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.1,0.00
007871,GTHXSGYDKZ,定开债券,国泰惠享三个月定开债,1.0281,1.0281,1.0270,1.0270,0.0011,0.11,开放申购,开放赎回,0.60%,5.23,0.3,0.1,0.0,0.60
007877,HSHFCZA,债券型,惠升和风纯债A,1.0224,1.0364,1.0212,1.0352,0.0012,0.12,开放申购,开放赎回,0.08%,6.56,0.3,0.1,0.0,0.08
007878,HSHFCZC,债券型,惠升和风纯债C,1.0297,1.0437,1.0285,1.0425,0.0012,0.12,开放申购,开放赎回,0.00%,1.7,0.3,0.1,0.2,0.00
007879,JSZA3GYDQZQ,定开债券,嘉实致安3个月定期债券,1.0595,1.0595,1.06,1.06,-0.0005,-0.05,开放申购,开放赎回,0.80%,5.32,0.5,0.1,0.0,0.80
007888,NYHLJYZQ,债券型,农银汇理金盈债券,1.0261,1.0661,1.0253,1.0653,0.0008,0.08,开放申购,开放赎回,0.08%,1.59,0.3,0.1,0.0,0.08
007901,HTFZDZA,债券型,汇添富中短债A,1.0147,1.0147,1.0144,1.0144,0.0003,0.03,开放申购,开放赎回,0.04%,4.55,0.3,0.1,0.0,0.04
007902,HTFZDZC,债券型,汇添富中短债C,1.0117,1.0117,1.0113,1.0113,0.0004,0.04,开放申购,开放赎回,0.00%,0.4,0.3,0.1,0.4,0.00
007907,FRFK13NGKZCZC,债券型,富荣富开1-3年国开债纯债C,1.0158,1.0621,1.0153,1.0616,0.0005,0.05,开放申购,开放赎回,0.00%,0.2,0.3,0.1,0.2,0.00
007912,XHXRXZDZB,债券型,新华鑫日享中短债B,1.0309,1.0309,1.0306,1.0306,0.0003,0.03,开放申购,开放赎回,0.00%,2.39,0.3,0.1,0.6,0.00
007920,NDDZZQC,债券型,诺德短债债券C,1.0368,1.0368,1.0367,1.0367,0.0001,0.01,开放申购,开放赎回,0.00%,0.0,0.3,0.07,0.1,0.00
007926,WJJXZDZC,债券型,万家家享中短债C,1.0540,1.1172,1.0538,1.1170,0.0002,0.02,开放申购,开放赎回,0.00%,0.03,0.3,0.1,0.2,0.00
007941,HSQHHYCZZQA,债券型,恒生前海恒扬纯债债券A,1.0698,1.0698,1.0688,1.0688,0.0010,0.09,开放申购,开放赎回,0.08%,0.01,0.3,0.1,0.0,0.08
007942,HSQHHYCZZQC,债券型,恒生前海恒扬纯债债券C,1.0742,1.0742,1.0733,1.0733,0.0009,0.08,开放申购,开放赎回,0.00%,0.01,0.3,0.1,0.4,0.00
007946,DCZZ13NGKZZSA,债券指数,大成中债1-3年国开债指数A,1.0087,1.0304,1.0081,1.0298,0.0006,0.06,开放申购,开放赎回,0.05%,9.83,0.15,0.05,0.0,0.05
007947,DCZZ13NGKZZSC,债券指数,大成中债1-3年国开债指数C,1.0074,1.0291,1.0067,1.0284,0.0007,0.07,开放申购,开放赎回,0.00%,0.0,0.15,0.05,0.1,0.00
007951,ZSXYZQZQC,债券型,招商信用增强债券C,1.0070,1.0960,1.0070,1.0960,0,0.00,开放申购,开放赎回,0.00%,0.89,0.7,0.2,0.3,0.00
007953,PAHWCZ,债券型,平安惠文纯债,1.0267,1.0367,1.0258,1.0358,0.0009,0.09,开放申购,开放赎回,0.60%,2.04,0.3,0.1,0.0,0.60
007954,PAHYCZ,债券型,平安惠涌纯债,1.0162,1.0262,1.0151,1.0251,0.0011,0.11,开放申购,开放赎回,0.60%,0.51,0.3,0.1,0.0,0.60
007955,MSJYXXZQD,债券型,民生加银鑫享债券D,1.0509,1.0509,1.0507,1.0507,0.0002,0.02,开放申购,开放赎回,0.00%,0.01,0.4,0.1,0.4,0.00
007962,BSZZ35ZJRZZSA,债券指数,博时中债3-5政金融债指数A,1.0096,1.0279,1.0085,1.0268,0.0011,0.11,开放申购,开放赎回,0.05%,1.94,0.15,0.05,0.0,0.05
007963,BSZZ35ZJRZZSC,债券指数,博时中债3-5政金融债指数C,1.0091,1.0268,1.0080,1.0257,0.0011,0.11,开放申购,开放赎回,0.00%,0.02,0.15,0.05,0.1,0.00
007964,HBBKZQC,债券型,华宝宝康债券C,1.2428,1.3678,1.2422,1.3672,0.0006,0.05,开放申购,开放赎回,0.00%,0.12,0.6,0.2,0.4,0.00
007969,XBLDDZCZC,债券型,西部利得得尊纯债C,1.1885,1.1885,1.1883,1.1883,0.0002,0.02,开放申购,开放赎回,0.00%,3.21,0.5,0.2,0.25,0.00
007981,HTHTRXCZA,债券型,红塔红土瑞祥纯债A,1.0106,1.0106,1.0098,1.0098,0.0008,0.08,开放申购,开放赎回,0.05%,1.0,0.3,0.1,0.0,0.05
007982,HTHTRXCZC,债券型,红塔红土瑞祥纯债C,0.9865,0.9865,0.9857,0.9857,0.0008,0.08,开放申购,开放赎回,0.00%,0.0,0.3,0.1,0.2,0.00
007985,BSFYCZ,债券型,博时富悦纯债,1.0383,1.0383,1.0381,1.0381,0.0002,0.02,开放申购,开放赎回,0.08%,6.99,0.3,0.1,0.0,0.08
007986,JSZL3GYDQCZZQ,定开债券,嘉实致禄3个月定期纯债债券,1.0089,1.0299,1.0085,1.0295,0.0004,0.04,开放申购,开放赎回,0.80%,13.1,0.3,0.1,0.0,0.80
008008,YFDWJSYZQC,债券型,易方达稳健收益债券C,1.3447,1.4907,1.3449,1.4909,-0.0002,-0.01,开放申购,开放赎回,0.00%,0.16,0.6,0.2,0.28,0.00
008010,QHLHRYDZA,债券型,前海联合润盈短债A,1.0334,1.0334,1.0332,1.0332,0.0002,0.02,开放申购,开放赎回,0.04%,0.58,0.3,0.1,0.0,0.04
008011,QHLHRYDZC,债券型,前海联合润盈短债C,1.0289,1.0289,1.0286,1.0286,0.0003,0.03,开放申购,开放赎回,0.00%,0.03,0.3,0.1,0.4,0.00
008015,JSZZ35NGKZZSA,债券指数,嘉实中债3-5年国开债指数A,1.0132,1.0319,1.0120,1.0307,0.0012,0.12,开放申购,开放赎回,0.50%,13.82,0.15,0.05,0.0,0.50
008016,JSZZ35NGKZZSC,债券指数,嘉实中债3-5年国开债指数C,1.0133,1.0317,1.0122,1.0306,0.0011,0.11,开放申购,开放赎回,0.00%,0.0,0.15,0.05,0.1,0.00
008022,JXDZZQF,债券型,建信短债债券F,1.0245,1.0245,1.0243,1.0243,0.0002,0.02,开放申购,开放赎回,0.00%,0.01,0.27,0.08,0.01,0.00
008035,FCHLZQA,债券型,蜂巢恒利债券A,1.0382,1.0382,1.0379,1.0379,0.0003,0.03,开放申购,开放赎回,0.04%,2.72,0.6,0.1,0.0,0.04
008036,FCHLZQC,债券型,蜂巢恒利债券C,1.0369,1.0369,1.0366,1.0366,0.0003,0.03,开放申购,开放赎回,0.00%,2.65,0.6,0.1,0.4,0.00
008040,PH05NLLFQSZQ,债券型,鹏华0-5年利率发起式债券,1.0140,1.0268,1.0134,1.0262,0.0006,0.06,开放申购,开放赎回,0.50%,38.65,0.2,0.05,0.0,0.50
008042,XYZZYH50JRZZSA,债券指数,兴业中证银行50金融债指数A,1.0245,1.0345,1.0240,1.0340,0.0005,0.05,开放申购,开放赎回,0.05%,13.29,0.3,0.05,0.0,0.05
008043,XYZZYH50JRZZSC,债券指数,兴业中证银行50金融债指数C,1.0233,1.0333,1.0228,1.0328,0.0005,0.05,开放申购,开放赎回,0.00%,0.0,0.3,0.05,0.1,0.00
008044,BYZQHBZQA,债券型,博远增强回报债券A,1.0767,1.0892,1.0828,1.0953,-0.0061,-0.56,开放申购,开放赎回,0.08%,6.27,0.7,0.15,0.0,0.08
008045,BYZQHBZQC,债券型,博远增强回报债券C,1.0717,1.0842,1.0778,1.0903,-0.0061,-0.57,开放申购,开放赎回,0.00%,1.15,0.7,0.15,0.4,0.00
008054,HTFZZ710NGKZA,债券指数,汇添富中债7-10年国开债A,1,1,0.9990,0.9990,0.0010,0.10,开放申购,开放赎回,0.05%,1.02,0.15,0.05,0.0,0.05
008055,HTFZZ710NGKZC,债券指数,汇添富中债7-10年国开债C,0.9989,0.9989,0.9979,0.9979,0.0010,0.10,开放申购,开放赎回,0.00%,0.03,0.15,0.05,0.1,0.00
008069,PYFLZQZA,债券型,鹏扬富利增强债A,1.0810,1.0810,1.0825,1.0825,-0.0015,-0.14,开放申购,开放赎回,0.08%,1.83,0.8,0.2,0.0,0.08
008070,PYFLZQZC,债券型,鹏扬富利增强债C,1.0778,1.0778,1.0793,1.0793,-0.0015,-0.14,开放申购,开放赎回,0.00%,0.29,0.8,0.2,0.4,0.00
008080,NFCYZDZE,债券型,南方初元中短债E,1.0455,1.0455,1.0453,1.0453,0.0002,0.02,开放申购,开放赎回,0.00%,0.0,0.2,0.05,0.3,0.00
008095,ZYYTJXZQQDIIRMBA,QDII,中银亚太精选债券(QDII)人民币A,,,0.9906,0.9906,,,开放申购,开放赎回,0.08%,0.93,0.8,0.25,0.0,0.08
008096,ZYYTJXZQQDIIRMBC,QDII,中银亚太精选债券(QDII)人民币C,,,0.9884,0.9884,,,开放申购,开放赎回,0.00%,0.13,0.8,0.25,0.4,0.00
008097,ZYYTJXZQQDIIMYA,QDII,中银亚太精选债券(QDII)美元A,,,0.1528,0.1528,,,开放申购,开放赎回,0.80%,0.93,0.8,0.25,0.0,0.80
008098,ZYYTJXZQQDIIMYC,QDII,中银亚太精选债券(QDII)美元C,,,0.1525,0.1525,,,开放申购,开放赎回,0.00%,0.13,0.8,0.25,0.4,0.00
008108,GLADZZQA,债券型,国联安短债债券A,1.0281,1.0281,1.0280,1.0280,0.0001,0.01,开放申购,开放赎回,0.03%,2.29,0.25,0.1,0.0,0.03
008109,GLADZZQC,债券型,国联安短债债券C,1.0248,1.0248,1.0247,1.0247,0.0001,0.01,开放申购,开放赎回,0.00%,0.02,0.25,0.1,0.3,0.00
008122,NFHYDZA,债券型,南方皓元短债A,1.0316,1.0316,1.0314,1.0314,0.0002,0.02,开放申购,开放赎回,0.04%,0.92,0.3,0.08,0.0,0.04
008123,NFHYDZC,债券型,南方皓元短债C,1.0268,1.0268,1.0266,1.0266,0.0002,0.02,开放申购,开放赎回,0.00%,0.1,0.3,0.08,0.4,0.00
008125,CJHXZZ13NGKZA,债券指数,创金合信中债1-3年国开债A,1.0145,1.0395,1.0139,1.0389,0.0006,0.06,开放申购,开放赎回,0.05%,3.52,0.15,0.05,0.0,0.05
008126,CJHXZZ13NGKZC,债券指数,创金合信中债1-3年国开债C,1.0140,1.0390,1.0134,1.0384,0.0006,0.06,开放申购,开放赎回,0.00%,0.49,0.15,0.05,0.1,0.00
008176,CXLBZQC,债券型,长信利保债券C,1.0112,1.0112,1.0125,1.0125,-0.0013,-0.13,开放申购,开放赎回,0.00%,1.08,0.5,0.1,0.01,0.00
008202,ZYHY9GYCYQZQA,债券型,中银恒裕9个月持有期债券A,1.0405,1.0405,1.0401,1.0401,0.0004,0.04,开放申购,开放赎回,0.03%,0.93,0.4,0.08,0.0,0.03
008203,ZYHY9GYCYQZQC,债券型,中银恒裕9个月持有期债券C,1.0371,1.0371,1.0368,1.0368,0.0003,0.03,开放申购,开放赎回,0.00%,1.01,0.4,0.08,0.3,0.00
008204,JYWLZDZZQA,债券型,交银稳利中短债债券A,1.0357,1.0357,1.0353,1.0353,0.0004,0.04,开放申购,开放赎回,0.03%,10.49,0.2,0.08,0.0,0.03
008205,JYWLZDZZQC,债券型,交银稳利中短债债券C,1.0312,1.0312,1.0308,1.0308,0.0004,0.04,开放申购,开放赎回,0.00%,0.26,0.2,0.08,0.4,0.00
008216,NYHLPB13NLLZZS,债券指数,农银汇理彭博1-3年利率债指数,1.0075,1.0295,1.0069,1.0289,0.0006,0.06,开放申购,开放赎回,0.05%,89.47,0.15,0.05,0.0,0.05
008222,XYJYZQC,债券型,兴业机遇债券C,1.2050,1.2450,1.2051,1.2451,-0.0001,-0.01,开放申购,开放赎回,0.00%,0.02,0.7,0.15,0.4,0.00
008232,ZYHY12GYCYQZQA,债券型,中银恒优12个月持有期债券A,0.9993,0.9993,0.9990,0.9990,0.0003,0.03,开放申购,封闭期,0.30%,20.43,0.4,0.08,0.0,0.30
008233,ZYHY12GYCYQZQC,债券型,中银恒优12个月持有期债券C,0.9972,0.9972,0.9969,0.9969,0.0003,0.03,开放申购,封闭期,0.00%,4.3,0.4,0.08,0.3,0.00
008242,YDTYCZZQA,债券型,英大通盈纯债债券A,1.0202,1.0202,1.0194,1.0194,0.0008,0.08,开放申购,开放赎回,0.08%,23.6,0.3,0.1,0.0,0.08
