基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
007857,YFDZZ800ETFLJC,联接基金,易方达中证800ETF联接C,1.5434,1.5434,1.5501,1.5501,-0.0067,-0.43,开放申购,开放赎回,0.00%
007859,PA510NQZCXJRZA,债券型,平安5-10年期政策性金融债A,1.0270,1.0270,1.0262,1.0262,0.0008,0.08,开放申购,开放赎回,0.03%
007860,PA510NQZCXJRZC,债券型,平安5-10年期政策性金融债C,1.0158,1.0158,1.0150,1.0150,0.0008,0.08,开放申购,开放赎回,0.00%
007863,CXLTLHPZHHC,混合型,长信利泰灵活配置混合C,1.5450,1.5450,1.5501,1.5501,-0.0051,-0.33,限大额,开放赎回,0.00%
007867,HTBRJTYNDK,定开债券,华泰柏瑞锦泰一年定开,1.0080,1.0366,1.0080,1.0366,0,0.00,暂停申购,暂停赎回,0.08%
007870,PHZX3GYDKFQSZQ,定开债券,鹏华尊信3个月定开发起式债券,1.0159,1.0499,1.0154,1.0494,0.0005,0.05,暂停申购,暂停赎回,0.80%
007871,GTHXSGYDKZ,定开债券,国泰惠享三个月定开债,1.0281,1.0281,1.0270,1.0270,0.0011,0.11,开放申购,开放赎回,0.60%
007872,JXWJCLLHPZHH,混合型,金信稳健策略灵活配置混合,1.5750,1.5750,1.5742,1.5742,0.0008,0.05,开放申购,开放赎回,0.15%
007873,HBKJETFLJA,联接基金,华宝科技ETF联接A,1.7133,1.7133,1.7196,1.7196,-0.0063,-0.37,开放申购,开放赎回,0.10%
007874,HBKJETFLJC,联接基金,华宝科技ETF联接C,1.7041,1.7041,1.7104,1.7104,-0.0063,-0.37,开放申购,开放赎回,0.00%
007875,GRRXHHA,混合型,国融融兴混合A,1.4119,1.4119,1.4304,1.4304,-0.0185,-1.29,开放申购,开放赎回,0.12%
007876,GRRXHHC,混合型,国融融兴混合C,1.4085,1.4085,1.4269,1.4269,-0.0184,-1.29,开放申购,开放赎回,0.00%
007877,HSHFCZA,债券型,惠升和风纯债A,1.0224,1.0364,1.0212,1.0352,0.0012,0.12,开放申购,开放赎回,0.08%
007878,HSHFCZC,债券型,惠升和风纯债C,1.0297,1.0437,1.0285,1.0425,0.0012,0.12,开放申购,开放赎回,0.00%
007879,JSZA3GYDQZQ,定开债券,嘉实致安3个月定期债券,1.0595,1.0595,1.06,1.06,-0.0005,-0.05,开放申购,开放赎回,0.80%
007880,ZQCYZXHHA,混合型,朱雀产业智选混合A,1.8045,1.8045,1.8219,1.8219,-0.0174,-0.96,开放申购,开放赎回,1.50%
007881,ZQCYZXHHC,混合型,朱雀产业智选混合C,1.7885,1.7885,1.8058,1.8058,-0.0173,-0.96,开放申购,开放赎回,0.00%
007882,YFDHS300FYLJC,联接基金,易方达沪深300非银联接C,1.1998,1.1998,1.2169,1.2169,-0.0171,-1.41,开放申购,开放赎回,0.00%
007883,YFDHS300YYLJC,联接基金,易方达沪深300医药联接C,1.8359,1.8359,1.8662,1.8662,-0.0303,-1.62,开放申购,开放赎回,0.00%
007884,YFDHS3GYDKHH,混合型,易方达恒盛3个月定开混合,1.1115,1.1115,1.1119,1.1119,-0.0004,-0.04,暂停申购,暂停赎回,1.00%
007885,ZRZZ500ETFLJA,联接基金,中融中证500ETF联接A,1.2091,1.2091,1.2162,1.2162,-0.0071,-0.58,开放申购,开放赎回,0.10%
007886,ZRZZ500ETFLJC,联接基金,中融中证500ETF联接C,1.2072,1.2072,1.2143,1.2143,-0.0071,-0.58,开放申购,开放赎回,0.00%
007887,DFHQYSNCYHHB,混合型,东方红启元三年持有混合B,5.7563,5.7563,5.8101,5.8101,-0.0538,-0.93,暂停申购,暂停赎回,1.50%
007888,NYHLJYZQ,债券型,农银汇理金盈债券,1.0261,1.0661,1.0253,1.0653,0.0008,0.08,开放申购,开放赎回,0.08%
007889,PYASSNDKZQ,定开债券,浦银安盛盛诺定开债券,,,,,,,暂停申购,暂停赎回,0.80%
007890,YHJXLNDKZQ,定开债券,银河聚星两年定开债券,1.0125,1.0295,1.0125,1.0295,0,0.00,暂停申购,暂停赎回,0.40%
007893,PAGZJXHHA,混合型,平安估值精选混合A,1.4780,1.4780,1.4938,1.4938,-0.0158,-1.06,开放申购,开放赎回,0.15%
007894,PAGZJXHHC,混合型,平安估值精选混合C,1.4695,1.4695,1.4853,1.4853,-0.0158,-1.06,开放申购,开放赎回,0.00%
007895,JSJZCZHH,混合型,嘉实价值成长混合,1.8671,1.8671,1.8821,1.8821,-0.0150,-0.80,开放申购,开放赎回,0.15%
007896,YFDYXDZCSGYCYHHFOFA,混合-FOF,易方达优选多资产三个月持有混合(FOF)A,,,,,,,开放申购,开放赎回,0.12%
007897,YFDYXDZCSGYCYHHFOFC,混合-FOF,易方达优选多资产三个月持有混合(FOF)C,,,,,,,开放申购,开放赎回,0.00%
007898,FGZCJXHHFOF,混合-FOF,富国智诚精选混合(FOF),,,1.6607,1.6607,,,暂停申购,开放赎回,1.20%
007901,HTFZDZA,债券型,汇添富中短债A,1.0147,1.0147,1.0144,1.0144,0.0003,0.03,开放申购,开放赎回,0.04%
007902,HTFZDZC,债券型,汇添富中短债C,1.0117,1.0117,1.0113,1.0113,0.0004,0.04,开放申购,开放赎回,0.00%
007903,CCLHXPGP,股票型,长城量化小盘股票,1.2060,1.2060,1.2063,1.2063,-0.0003,-0.02,开放申购,开放赎回,0.15%
007904,GFRYJQ3GYCYHHFOFA,混合-FOF,广发锐意进取3个月持有混合(FOF)A,,,,,,,开放申购,开放赎回,0.15%
007907,FRFK13NGKZCZC,债券型,富荣富开1-3年国开债纯债C,1.0158,1.0621,1.0153,1.0616,0.0005,0.05,开放申购,开放赎回,0.00%
007908,ZSTY3GYDKZA,定开债券,招商添韵3个月定开债A,1.0286,1.0286,1.0284,1.0284,0.0002,0.02,暂停申购,暂停赎回,0.30%
007909,ZSTY3GYDKZC,定开债券,招商添韵3个月定开债C,,,,,,,暂停申购,暂停赎回,0.00%
007910,DCYSJSQHETFLJA,联接基金,大成有色金属期货ETF联接A,1.0695,1.0695,1.0662,1.0662,0.0033,0.31,开放申购,开放赎回,0.12%
007911,DCYSJSQHETFLJC,联接基金,大成有色金属期货ETF联接C,1.0645,1.0645,1.0612,1.0612,0.0033,0.31,开放申购,开放赎回,0.00%
007912,XHXRXZDZB,债券型,新华鑫日享中短债B,1.0309,1.0309,1.0306,1.0306,0.0003,0.03,开放申购,开放赎回,0.00%
007913,CTZGFHLNDKZA,定开债券,财通资管丰和两年定开债A,,,,,,,暂停申购,暂停赎回,0.45%
007914,CTZGFHLNDKZC,定开债券,财通资管丰和两年定开债C,,,,,,,暂停申购,暂停赎回,0.00%
007915,CTZGHFDZA,债券型,财通资管鸿福短债A,1.0610,1.0610,1.0609,1.0609,0.0001,0.01,限大额,开放赎回,0.04%
007916,CTZGHFDZC,债券型,财通资管鸿福短债C,1.0595,1.0595,1.0594,1.0594,0.0001,0.01,限大额,开放赎回,0.00%
007920,NDDZZQC,债券型,诺德短债债券C,1.0368,1.0368,1.0367,1.0367,0.0001,0.01,开放申购,开放赎回,0.00%
007923,FZFBTXHHA,混合型,方正富邦天鑫混合A,1.3383,1.3763,1.35,1.3880,-0.0117,-0.87,限大额,开放赎回,0.15%
007924,FZFBTXHHC,混合型,方正富邦天鑫混合C,1.3377,1.3757,1.3494,1.3874,-0.0117,-0.87,限大额,开放赎回,0.00%
007925,PAXXHHE,混合型,平安鑫享混合E,1.4755,1.4755,1.4781,1.4781,-0.0026,-0.18,限大额,开放赎回,0.00%
007926,WJJXZDZC,债券型,万家家享中短债C,1.0540,1.1172,1.0538,1.1170,0.0002,0.02,开放申购,开放赎回,0.00%
007927,WJJXZDZE,债券型,万家家享中短债E,1.0577,1.1197,1.0575,1.1195,0.0002,0.02,基金终止,开放赎回,0.00%
007928,ZJXRLNDKZ,定开债券,中加享润两年定开债,,,,,,,暂停申购,暂停赎回,0.40%
007929,TZWJSXZQ,债券型,天治稳健双鑫债券,1.0883,1.0883,1.0887,1.0887,-0.0004,-0.04,基金终止,开放赎回,0.08%
007930,CHWXZQA,债券型,淳厚稳鑫债券A,1.0161,1.0168,1.0159,1.0166,0.0002,0.02,暂停申购,开放赎回,0.80%
007931,CHWXZQC,债券型,淳厚稳鑫债券C,1.0148,1.0153,1.0145,1.0150,0.0003,0.03,暂停申购,开放赎回,0.00%
007932,PHZZ500ETFLJA,联接基金,鹏华中证500ETF联接A,1.2883,1.2883,1.2967,1.2967,-0.0084,-0.65,开放申购,开放赎回,0.12%
007935,PAHLCZA,债券型,平安惠澜纯债A,1.0313,1.0313,1.0308,1.0308,0.0005,0.05,限大额,开放赎回,0.08%
007936,PAHLCZC,债券型,平安惠澜纯债C,1.0257,1.0257,1.0252,1.0252,0.0005,0.05,限大额,开放赎回,0.00%
007937,HXSLDPQHETFLJA,联接基金,华夏饲料豆粕期货ETF联接A,1.3777,1.3777,1.3372,1.3372,0.0405,3.03,限大额,开放赎回,0.06%
007938,HXSLDPQHETFLJC,联接基金,华夏饲料豆粕期货ETF联接C,1.3735,1.3735,1.3332,1.3332,0.0403,3.02,暂停申购,开放赎回,0.00%
007939,HXWGJXHHC,混合型,华夏网购精选混合C,1.3630,1.3630,1.3680,1.3680,-0.0050,-0.37,限大额,开放赎回,0.00%
007941,HSQHHYCZZQA,债券型,恒生前海恒扬纯债债券A,1.0698,1.0698,1.0688,1.0688,0.0010,0.09,开放申购,开放赎回,0.08%
007942,HSQHHYCZZQC,债券型,恒生前海恒扬纯债债券C,1.0742,1.0742,1.0733,1.0733,0.0009,0.08,开放申购,开放赎回,0.00%
007943,FADZZ500ZSZQ,股票指数,富安达中证500指数增强,1.2535,1.2535,1.2581,1.2581,-0.0046,-0.37,开放申购,开放赎回,0.12%
007944,YYQYSNDK,混合型,永赢乾元三年定开,1.3645,1.3645,1.3805,1.3805,-0.0160,-1.16,暂停申购,暂停赎回,0.15%
007945,JSCCGGJYLHPZC,混合型,景顺长城改革机遇灵活配置C,1.6420,1.6420,1.6570,1.6570,-0.0150,-0.91,开放申购,开放赎回,0.00%
007946,DCZZ13NGKZZSA,债券指数,大成中债1-3年国开债指数A,1.0087,1.0304,1.0081,1.0298,0.0006,0.06,开放申购,开放赎回,0.05%
007947,DCZZ13NGKZZSC,债券指数,大成中债1-3年国开债指数C,1.0074,1.0291,1.0067,1.0284,0.0007,0.07,开放申购,开放赎回,0.00%
007948,HTFSA39GYDKZ,定开债券,汇添富盛安39个月定开债,,,,,,,暂停申购,暂停赎回,0.60%
007949,FGZLCZZQ,债券型,富国泽利纯债债券,1.0165,1.0225,1.0161,1.0221,0.0004,0.04,暂停申购,开放赎回,0.80%
007950,ZSLHJXGPC,股票型,招商量化精选股票C,1.5501,1.5501,1.5543,1.5543,-0.0042,-0.27,开放申购,开放赎回,0.00%
007951,ZSXYZQZQC,债券型,招商信用增强债券C,1.0070,1.0960,1.0070,1.0960,0,0.00,开放申购,开放赎回,0.00%
007952,ZSCJDSJGPC,股票型,招商财经大数据股票C,1.3431,1.3431,1.3681,1.3681,-0.0250,-1.83,限大额,开放赎回,0.00%
007953,PAHWCZ,债券型,平安惠文纯债,1.0267,1.0367,1.0258,1.0358,0.0009,0.09,开放申购,开放赎回,0.60%
007954,PAHYCZ,债券型,平安惠涌纯债,1.0162,1.0262,1.0151,1.0251,0.0011,0.11,开放申购,开放赎回,0.60%
007955,MSJYXXZQD,债券型,民生加银鑫享债券D,1.0509,1.0509,1.0507,1.0507,0.0002,0.02,开放申购,开放赎回,0.00%
007956,PHWLDZC,债券型,鹏华稳利短债C,1.0386,1.0386,1.0384,1.0384,0.0002,0.02,限大额,开放赎回,0.00%
007957,HBBHZQ,定开债券,华宝宝惠债券,,,,,,,暂停申购,暂停赎回,0.60%
007958,HTBRYTSGYDKZ,定开债券,华泰柏瑞益通三个月定开债,1.0208,1.0308,1.0203,1.0303,0.0005,0.05,暂停申购,暂停赎回,0.80%
007959,FZFBTHHHA,混合型,方正富邦天恒混合A,1.7662,1.7662,1.7757,1.7757,-0.0095,-0.54,限大额,开放赎回,0.15%
007960,FZFBTHHHC,混合型,方正富邦天恒混合C,1.8114,1.8114,1.8211,1.8211,-0.0097,-0.53,限大额,开放赎回,0.00%
007962,BSZZ35ZJRZZSA,债券指数,博时中债3-5政金融债指数A,1.0096,1.0279,1.0085,1.0268,0.0011,0.11,开放申购,开放赎回,0.05%
007963,BSZZ35ZJRZZSC,债券指数,博时中债3-5政金融债指数C,1.0091,1.0268,1.0080,1.0257,0.0011,0.11,开放申购,开放赎回,0.00%
007964,HBBKZQC,债券型,华宝宝康债券C,1.2428,1.3678,1.2422,1.3672,0.0006,0.05,开放申购,开放赎回,0.00%
007965,MSJYPZXFGPA,股票型,民生加银品质消费股票A,1.5957,1.5957,1.6233,1.6233,-0.0276,-1.70,开放申购,开放赎回,0.15%
007966,MSJYPZXFGPC,股票型,民生加银品质消费股票C,1.5910,1.5910,1.6186,1.6186,-0.0276,-1.71,开放申购,开放赎回,0.00%
007967,DCHJYNDKZQ,定开债券,大成惠嘉一年定开债券,1.0025,1.0310,1.0024,1.0309,0.0001,0.01,暂停申购,暂停赎回,0.08%
007968,HTBRYJJXA,混合型,华泰柏瑞研究精选A,1.71,1.71,1.7406,1.7406,-0.0306,-1.76,开放申购,开放赎回,0.15%
007969,XBLDDZCZC,债券型,西部利得得尊纯债C,1.1885,1.1885,1.1883,1.1883,0.0002,0.02,开放申购,开放赎回,0.00%
007970,GSABAZ39GYDKZ,定开债券,国寿安保安泽39个月定开债,,,,,,,暂停申购,暂停赎回,0.80%
007975,ZSPSQQPZQDIIFOFMYXH,QDII,招商普盛全球配置(QDII-FOF)美元现汇,,,0.1834,0.1834,,,开放申购,开放赎回,1.50%
007976,YFDHJZTRMBC,QDII,易方达黄金主题人民币C,,,0.8440,0.8440,,,限大额,开放赎回,0.00%
007977,YFDHJZTMYXHA,QDII,易方达黄金主题美元现汇A,,,0.13,0.13,,,限大额,开放赎回,1.00%
007978,YFDHJZTMYXHC,QDII,易方达黄金主题美元现汇C,,,0.13,0.13,,,限大额,开放赎回,0.00%
007979,WJHX39GYDKZ,定开债券,万家惠享39个月定开债,,,,,,,暂停申购,暂停赎回,0.40%
007981,HTHTRXCZA,债券型,红塔红土瑞祥纯债A,1.0106,1.0106,1.0098,1.0098,0.0008,0.08,开放申购,开放赎回,0.05%
007982,HTHTRXCZC,债券型,红塔红土瑞祥纯债C,0.9865,0.9865,0.9857,0.9857,0.0008,0.08,开放申购,开放赎回,0.00%
007983,SWLXZZYFCX100ETFLJA,联接基金,申万菱信中证研发创新100ETF联接A,1.8606,1.8606,1.8849,1.8849,-0.0243,-1.29,开放申购,开放赎回,0.12%
007984,SWLXZZYFCX100ETFLJC,联接基金,申万菱信中证研发创新100ETF联接C,1.8542,1.8542,1.8784,1.8784,-0.0242,-1.29,开放申购,开放赎回,0.00%
007985,BSFYCZ,债券型,博时富悦纯债,1.0383,1.0383,1.0381,1.0381,0.0002,0.02,开放申购,开放赎回,0.08%
007986,JSZL3GYDQCZZQ,定开债券,嘉实致禄3个月定期纯债债券,1.0089,1.0299,1.0085,1.0295,0.0004,0.04,开放申购,开放赎回,0.80%
007987,PHFQZQ,债券型,鹏华丰庆债券,1.0147,1.0335,1.0143,1.0331,0.0004,0.04,暂停申购,开放赎回,0.80%
007988,RTTH63GYDKZQA,定开债券,融通通恒63个月定开债券A,1.0044,1.0144,1.0042,1.0142,0.0002,0.02,暂停申购,暂停赎回,1.00%
007990,FGHYSNDKZA,定开债券,富国汇远三年定开债A,1.0290,1.0350,1.0289,1.0349,0.0001,0.01,暂停申购,暂停赎回,0.60%
007991,FGHYSNDKZC,定开债券,富国汇远三年定开债C,1.0242,1.0302,1.0241,1.0301,0.0001,0.01,暂停申购,暂停赎回,0.00%
007992,HXZZQZZQGSETFLJA,联接基金,华夏中证全指证券公司ETF联接A,1.3445,1.3445,1.3736,1.3736,-0.0291,-2.12,开放申购,开放赎回,0.12%
007993,HXZZQZZQGSETFLJC,联接基金,华夏中证全指证券公司ETF联接C,1.3414,1.3414,1.3704,1.3704,-0.0290,-2.12,开放申购,开放赎回,0.00%
007994,HXZZ500ZSZQA,股票指数,华夏中证500指数增强A,1.4097,1.4097,1.4295,1.4295,-0.0198,-1.39,限大额,开放赎回,0.12%
007995,HXZZ500ZSZQC,股票指数,华夏中证500指数增强C,1.4052,1.4052,1.4250,1.4250,-0.0198,-1.39,限大额,开放赎回,0.00%
007996,BSFSCZZQ,债券型,博时富顺纯债债券,1.0069,1.0438,1.0066,1.0435,0.0003,0.03,限大额,开放赎回,0.08%
007997,YFDNNHQYNDKZA,定开债券,易方达年年恒秋一年定开债A,1.0055,1.0457,1.0051,1.0453,0.0004,0.04,暂停申购,暂停赎回,0.03%
007998,YFDNNHQYNDKZC,定开债券,易方达年年恒秋一年定开债C,1.0050,1.0420,1.0047,1.0417,0.0003,0.03,暂停申购,暂停赎回,0.00%
007999,GLAHL63GYDKZA,定开债券,国联安恒利63个月定开债A,,,,,,,暂停申购,暂停赎回,0.60%
008000,GLAHL63GYDKZC,定开债券,国联安恒利63个月定开债C,,,,,,,暂停申购,暂停赎回,0.00%
008001,PHZZ500ETFLJC,联接基金,鹏华中证500ETF联接C,1.2857,1.2857,1.2941,1.2941,-0.0084,-0.65,开放申购,开放赎回,0.00%
008002,YHWS39GYDKZ,定开债券,银华稳晟39个月定开债,,,,,,,暂停申购,暂停赎回,0.60%
008003,DCTJSNDKZQA,定开债券,大成通嘉三年定开债券A,1.0348,1.0348,1.0347,1.0347,0.0001,0.01,暂停申购,暂停赎回,0.08%
008004,DCTJSNDKZQC,定开债券,大成通嘉三年定开债券C,1.0312,1.0312,1.0312,1.0312,0,0.00,暂停申购,暂停赎回,0.00%
008005,JSCCZZ35NZCXJRZZSA,债券指数,景顺长城中债3-5年政策性金融债指数A,1.0147,1.0147,1.0135,1.0135,0.0012,0.12,基金终止,开放赎回,0.60%
008006,JSCCZZ35NZCXJRZZSC,债券指数,景顺长城中债3-5年政策性金融债指数C,1.0614,1.0614,1.0602,1.0602,0.0012,0.11,基金终止,开放赎回,0.00%
008007,AXRXCZZQ,债券型,安信睿享纯债债券,1.04,1.04,1.0397,1.0397,0.0003,0.03,暂停申购,开放赎回,0.08%
008008,YFDWJSYZQC,债券型,易方达稳健收益债券C,1.3447,1.4907,1.3449,1.4909,-0.0002,-0.01,开放申购,开放赎回,0.00%
008009,HSGDZBZZGP,股票型,华商高端装备制造股票,2.0165,2.0165,2.0497,2.0497,-0.0332,-1.62,开放申购,开放赎回,0.15%
008010,QHLHRYDZA,债券型,前海联合润盈短债A,1.0334,1.0334,1.0332,1.0332,0.0002,0.02,开放申购,开放赎回,0.04%
008011,QHLHRYDZC,债券型,前海联合润盈短债C,1.0289,1.0289,1.0286,1.0286,0.0003,0.03,开放申购,开放赎回,0.00%
008012,QHLHCF87GYDKZA,定开债券,前海联合淳丰87个月定开债A,,,,,,,暂停申购,暂停赎回,0.60%
008013,QHLHCF87GYDKZC,定开债券,前海联合淳丰87个月定开债C,,,,,,,暂停申购,暂停赎回,0.00%
008014,THXLSNDK,定开债券,天弘鑫利三年定开,,,,,,,暂停申购,暂停赎回,0.05%
008015,JSZZ35NGKZZSA,债券指数,嘉实中债3-5年国开债指数A,1.0132,1.0319,1.0120,1.0307,0.0012,0.12,开放申购,开放赎回,0.50%
008016,JSZZ35NGKZZSC,债券指数,嘉实中债3-5年国开债指数C,1.0133,1.0317,1.0122,1.0306,0.0011,0.11,开放申购,开放赎回,0.00%
008017,GTHXSNDKZ,定开债券,国泰惠信三年定开债,1.0032,1.0345,1.0031,1.0344,0.0001,0.01,暂停申购,暂停赎回,0.60%
008018,HFAX39GYDKZA,定开债券,华富安兴39个月定开债A,,,,,,,暂停申购,暂停赎回,0.06%
008019,HFAX39GYDKZC,定开债券,华富安兴39个月定开债C,,,,,,,暂停申购,暂停赎回,0.00%
008020,HFZZRGZNCYETFLJA,联接基金,华富中证人工智能产业ETF联接A,1.0184,1.0184,1.0161,1.0161,0.0023,0.23,开放申购,开放赎回,0.10%
008021,HFZZRGZNCYETFLJC,联接基金,华富中证人工智能产业ETF联接C,1.0161,1.0161,1.0139,1.0139,0.0022,0.22,开放申购,开放赎回,0.00%
008022,JXDZZQF,债券型,建信短债债券F,1.0245,1.0245,1.0243,1.0243,0.0002,0.02,开放申购,开放赎回,0.00%
008025,HTFWJZZHHA,混合型,汇添富稳健增长混合A,1.2293,1.2293,1.2331,1.2331,-0.0038,-0.31,开放申购,开放赎回,0.12%
008026,HTFWJZZHHC,混合型,汇添富稳健增长混合C,1.2234,1.2234,1.2272,1.2272,-0.0038,-0.31,开放申购,开放赎回,0.00%
008027,GYTH39GYDKZQA,定开债券,工银泰和39个月定开债券A,1.0082,1.0147,1.0079,1.0144,0.0003,0.03,暂停申购,暂停赎回,0.45%
008028,SWLXATGL63GYDKZ,定开债券,申万菱信安泰广利63个月定开债,,,,,,,暂停申购,暂停赎回,0.45%
008030,NYHLJYZQ,债券型,农银汇理金益债券,1.0226,1.0541,1.0218,1.0533,0.0008,0.08,限大额,开放赎回,0.08%
008031,CJHXHJSGYDK,定开债券,创金合信汇嘉三个月定开,,,,,,,暂停申购,暂停赎回,0.60%
008032,HFTYSSNDKZQ,定开债券,海富通裕昇三年定开债券,1.0122,1.0172,,,,,暂停申购,暂停赎回,0.04%
008033,ZJKYHHA,混合型,中加科盈混合A,1.1779,1.1779,1.1768,1.1768,0.0011,0.09,限大额,开放赎回,0.10%
008034,ZJKYHHC,混合型,中加科盈混合C,1.1675,1.1675,1.1664,1.1664,0.0011,0.09,限大额,开放赎回,0.00%
008035,FCHLZQA,债券型,蜂巢恒利债券A,1.0382,1.0382,1.0379,1.0379,0.0003,0.03,开放申购,开放赎回,0.04%
008036,FCHLZQC,债券型,蜂巢恒利债券C,1.0369,1.0369,1.0366,1.0366,0.0003,0.03,开放申购,开放赎回,0.00%
008037,XYXFCZHHA,混合型,兴银先锋成长混合A,1.4175,1.4175,1.4420,1.4420,-0.0245,-1.70,开放申购,开放赎回,0.15%
008038,XYXFCZHHC,混合型,兴银先锋成长混合C,1.3997,1.3997,1.4239,1.4239,-0.0242,-1.70,开放申购,开放赎回,0.00%
008039,NFCL3GYDKZ,定开债券,南方创利3个月定开债,1.0157,1.0157,1.0155,1.0155,0.0002,0.02,暂停申购,暂停赎回,0.80%
008040,PH05NLLFQSZQ,债券型,鹏华0-5年利率发起式债券,1.0140,1.0268,1.0134,1.0262,0.0006,0.06,开放申购,开放赎回,0.50%
008041,CXXLBNDKHHC,混合型,长信先利半年定开混合C,,,,,,,暂停申购,暂停赎回,0.00%
008042,XYZZYH50JRZZSA,债券指数,兴业中证银行50金融债指数A,1.0245,1.0345,1.0240,1.0340,0.0005,0.05,开放申购,开放赎回,0.05%
008043,XYZZYH50JRZZSC,债券指数,兴业中证银行50金融债指数C,1.0233,1.0333,1.0228,1.0328,0.0005,0.05,开放申购,开放赎回,0.00%
008044,BYZQHBZQA,债券型,博远增强回报债券A,1.0767,1.0892,1.0828,1.0953,-0.0061,-0.56,开放申购,开放赎回,0.08%
008045,BYZQHBZQC,债券型,博远增强回报债券C,1.0717,1.0842,1.0778,1.0903,-0.0061,-0.57,开放申购,开放赎回,0.00%
008046,ZRRJ39GYDKZA,定开债券,中融睿嘉39个月定开债A,,,,,,,暂停申购,暂停赎回,0.045%
008047,ZRRJ39GYDKZC,定开债券,中融睿嘉39个月定开债C,,,,,,,暂停申购,暂停赎回,0.00%
008048,ZRRX86GYDKZA,定开债券,中融睿享86个月定开债A,,,,,,,暂停申购,暂停赎回,0.045%
008049,ZRRX86GYDKZC,定开债券,中融睿享86个月定开债C,,,,,,,暂停申购,暂停赎回,0.00%
008050,TTHZHHA,混合型,同泰慧择混合A,1.2895,1.2895,1.3044,1.3044,-0.0149,-1.14,开放申购,开放赎回,0.15%
008051,TTHZHHC,混合型,同泰慧择混合C,1.2836,1.2836,1.2985,1.2985,-0.0149,-1.15,开放申购,开放赎回,0.00%
008052,GYWC100ETFLJA,联接基金,工银湾创100ETF联接A,1.3195,1.3195,1.3229,1.3229,-0.0034,-0.26,开放申购,开放赎回,0.10%
008053,GYWC100ETFLJC,联接基金,工银湾创100ETF联接C,1.3140,1.3140,1.3174,1.3174,-0.0034,-0.26,开放申购,开放赎回,0.00%
008054,HTFZZ710NGKZA,债券指数,汇添富中债7-10年国开债A,1,1,0.9990,0.9990,0.0010,0.10,开放申购,开放赎回,0.05%
008055,HTFZZ710NGKZC,债券指数,汇添富中债7-10年国开债C,0.9989,0.9989,0.9979,0.9979,0.0010,0.10,开放申购,开放赎回,0.00%
008056,NFSZ50ZQA,股票指数,南方上证50增强A,1.5851,1.5851,1.6059,1.6059,-0.0208,-1.30,开放申购,开放赎回,0.15%
008057,NFSZ50ZQC,股票指数,南方上证50增强C,1.5805,1.5805,1.6012,1.6012,-0.0207,-1.29,开放申购,开放赎回,0.00%
008058,PHXXWJHHA,混合型,鹏华鑫享稳健混合A,1.1675,1.1675,1.1726,1.1726,-0.0051,-0.43,限大额,开放赎回,0.08%
008059,PHXXWJHHC,混合型,鹏华鑫享稳健混合C,1.1623,1.1623,1.1673,1.1673,-0.0050,-0.43,限大额,开放赎回,0.00%
008060,JSCCJZBJLHPZHH,混合型,景顺长城价值边际灵活配置混合,1.0559,1.0559,1.0551,1.0551,0.0008,0.08,开放申购,开放赎回,0.15%
008061,HSHXHHA,混合型,惠升惠新混合A,1.5103,1.5103,1.5111,1.5111,-0.0008,-0.05,开放申购,开放赎回,0.10%
008062,HSHXHHC,混合型,惠升惠新混合C,1.5068,1.5068,1.5077,1.5077,-0.0009,-0.06,开放申购,开放赎回,0.00%
008063,HTFDPHXZCHH,混合型,汇添富大盘核心资产混合,1.7081,1.7081,1.7377,1.7377,-0.0296,-1.70,开放申购,开放赎回,0.15%
008064,JXRXSGYDKZ,定开债券,建信睿信三个月定开债,1.0264,1.0264,1.0254,1.0254,0.0010,0.10,暂停申购,暂停赎回,0.40%
008065,HTFZPJJCZHHA,混合型,汇添富中盘积极成长混合A,1.5959,1.5959,1.6368,1.6368,-0.0409,-2.50,开放申购,开放赎回,0.15%
008066,HTFZPJJCZHHC,混合型,汇添富中盘积极成长混合C,1.5880,1.5880,1.6287,1.6287,-0.0407,-2.50,开放申购,开放赎回,0.00%
008067,YXYFFHA,债券型,圆信永丰丰和A,1.0165,1.0165,1.0162,1.0162,0.0003,0.03,开放申购,开放赎回,0.04%
008068,YXYFFHC,债券型,圆信永丰丰和C,1.0142,1.0142,1.0140,1.0140,0.0002,0.02,开放申购,开放赎回,0.00%
008069,PYFLZQZA,债券型,鹏扬富利增强债A,1.0810,1.0810,1.0825,1.0825,-0.0015,-0.14,开放申购,开放赎回,0.08%
008070,PYFLZQZC,债券型,鹏扬富利增强债C,1.0778,1.0778,1.0793,1.0793,-0.0015,-0.14,开放申购,开放赎回,0.00%
008071,CXLTLHPZHHE,混合型,长信利泰灵活配置混合E,1.5202,1.5202,1.5253,1.5253,-0.0051,-0.33,开放申购,开放赎回,0.00%
008072,JSCCCYBZZZQ,股票指数,景顺长城创业板综指增强,1.3488,1.3488,1.3585,1.3585,-0.0097,-0.71,开放申购,开放赎回,0.15%
008075,ZSHXYXGPA,股票型,招商核心优选股票A,1.5789,1.5789,1.5994,1.5994,-0.0205,-1.28,开放申购,开放赎回,0.15%
008076,ZSHXYXGPC,股票型,招商核心优选股票C,1.5653,1.5653,1.5856,1.5856,-0.0203,-1.28,开放申购,开放赎回,0.00%
