基金代码,scale,m_fee,c_fee,sale_fee,sub_fee
004233,1.05,1.5,0.25,0.8,0.00
004234,3.46,1.5,0.25,0.8,0.00
004235,0.42,1.5,0.25,0.8,0.00
004236,2.28,1.5,0.25,0.8,0.00
004237,10.15,1.5,0.25,0.8,0.00
004243,1.54,1.0,0.3,0.6,0.00
004244,0.15,1.5,0.25,0.0,0.15
004249,0.3,1.5,0.25,0.0,0.15
004250,0.95,1.5,0.25,0.0,0.15
004253,1.52,0.5,0.1,0.35,0.00
004258,6.9,0.6,0.1,0.0,0.80
004259,0.32,0.6,0.1,0.1,0.00
004263,45.46,1.5,0.25,0.0,0.15
004264,2.08,0.3,0.1,0.0,0.08
004266,0.15,0.6,0.1,0.0,0.15
004267,3.06,0.7,0.2,0.0,0.06
004279,6.0,0.6,0.1,0.0,0.80
004280,1.76,0.6,0.1,0.1,0.00
004301,6.44,0.6,0.1,0.0,0.80
004302,0.21,0.6,0.1,0.1,0.00
004314,0.33,1.5,0.25,0.0,0.15
004315,0.29,1.5,0.25,0.1,0.15
004316,0.22,1.5,0.25,0.0,0.15
004317,0.42,1.5,0.25,0.1,0.15
004320,0.55,1.5,0.25,0.0,0.15
004321,0.67,0.6,0.1,0.0,0.15
004322,2.03,0.3,0.1,0.0,0.08
004332,0.95,1.5,0.25,0.0,0.15
004333,0.21,0.7,0.2,0.0,0.06
004340,20.24,1.2,0.2,0.0,0.10
004341,2.72,1.5,0.25,0.0,0.15
004342,0.67,0.5,0.1,0.4,0.00
004343,6.96,0.15,0.05,0.4,0.00
004344,0.23,0.5,0.1,0.4,0.00
004345,0.16,0.5,0.1,0.4,0.00
004346,0.02,0.5,0.1,0.4,0.00
004347,5.38,0.5,0.1,0.4,0.00
004348,8.77,0.5,0.1,0.4,0.00
004350,1.03,1.5,0.25,0.0,0.15
004351,0.67,1.5,0.25,0.0,0.15
004352,0.53,1.5,0.25,0.0,0.15
004355,7.43,1.5,0.25,0.0,1.50
004357,7.69,1.5,0.25,0.0,0.15
004359,0.74,1.5,0.25,0.0,0.15
004360,0.22,1.5,0.25,0.8,0.00
004361,2.96,0.8,0.25,0.0,0.10
004362,1.01,0.8,0.25,0.5,0.00
004374,5.95,0.8,0.25,0.0,0.15
004375,4.4,0.8,0.25,0.2,0.00
004389,6.43,0.3,0.1,0.0,0.80
004390,0.49,1.5,0.25,0.0,0.15
004391,0.32,1.5,0.25,0.8,0.00
004393,0.58,1.5,0.25,0.0,0.15
004394,2.32,1.5,0.25,0.0,0.15
004400,4.66,0.6,0.15,0.0,0.08
004401,0.01,0.6,0.15,0.4,0.00
004402,0.13,0.6,0.15,0.4,0.00
004405,5.03,0.6,0.1,0.0,0.80
004406,1.39,0.6,0.1,0.1,0.00
004407,0.29,0.5,0.1,0.4,0.00
004408,0.29,0.7,0.15,0.4,0.00
004409,0.23,0.5,0.1,0.4,0.00
004410,0.53,0.75,0.15,0.4,0.00
004416,0.02,0.8,0.1,0.6,0.00
004419,2.59,0.8,0.22,0.0,0.08
004420,0.77,0.8,0.22,0.4,0.00
004421,1.1,0.8,0.22,0.0,0.80
004422,0.05,0.8,0.22,0.4,0.00
004423,3.67,1.5,0.25,0.0,0.15
004424,41.86,1.5,0.25,0.0,0.15
004427,16.69,0.6,0.2,0.0,0.08
004428,3.91,0.6,0.2,0.4,0.00
004432,3.25,0.5,0.1,0.0,0.12
004433,5.9,0.5,0.1,0.4,0.00
004434,4.08,1.5,0.25,0.0,0.15
004435,1.84,1.5,0.25,0.5,0.00
004441,2.08,0.3,0.1,0.0,0.08
004442,9.71,0.6,0.1,0.0,1.00
004448,8.34,1.5,0.25,0.0,0.15
004450,34.14,2.0,0.25,0.0,0.15
004453,0.4,0.6,0.1,0.0,0.15
004454,4.12,0.6,0.1,0.1,0.00
004455,0.03,0.6,0.1,0.1,0.00
004456,0.13,1.5,0.25,0.0,1.50
004466,0.41,0.6,0.15,0.2,0.00
004468,0.09,0.8,0.2,0.6,0.00
004475,0.9,1.5,0.25,0.0,0.15
004476,31.43,1.5,0.25,0.0,0.15
004477,16.11,1.5,0.25,0.0,0.15
004480,2.32,0.6,0.15,0.0,0.15
004481,3.32,1.5,0.25,0.0,0.15
004484,0.79,1.2,0.25,0.0,0.12
004485,0.05,1.2,0.25,0.5,0.00
004486,0.29,0.6,0.1,0.0,0.80
004488,0.39,0.5,0.1,0.0,1.20
004496,0.71,0.7,0.1,0.0,0.15
004497,1.58,0.7,0.1,0.1,0.15
004505,15.03,1.5,0.25,0.0,0.15
004510,0.04,1.5,0.25,0.8,0.00
004512,2.27,0.8,0.18,0.1,0.00
004513,0.75,0.8,0.18,0.0,0.10
004517,7.72,1.0,0.2,0.0,0.12
004521,0.05,1.5,0.1,0.0,0.15
004522,0.01,1.5,0.1,0.4,0.00
004532,0.03,0.5,0.1,0.0,0.12
004533,0.08,0.5,0.1,0.25,0.00
004536,0.3,1.5,0.25,0.0,0.15
004547,0.17,0.65,0.2,0.0,0.08
004548,3.01,0.3,0.1,0.35,0.00
004549,0.49,1.5,0.25,0.0,0.15
004555,10.53,0.3,0.1,0.0,0.08
004556,0.01,0.3,0.1,0.4,0.00
004557,0.28,1.5,0.25,0.0,0.15
004560,0.0,0.8,0.1,0.0,0.15
004561,0.11,0.8,0.1,0.1,0.00
004564,3.32,0.6,0.1,0.0,0.08
004569,4.62,1.5,0.25,0.8,0.00
004571,6.17,0.7,0.2,0.0,0.08
004572,0.82,0.7,0.2,0.4,0.00
004573,0.27,1.5,0.25,0.0,0.15
004596,0.04,0.2,0.08,0.0,0.04
004602,3.14,0.3,0.1,0.0,0.08
004603,0.54,0.3,0.1,0.1,0.00
004606,0.2,1.5,0.25,0.0,0.15
004616,4.7,1.5,0.25,0.0,0.15
004629,21.43,0.3,0.1,0.0,0.80
004634,1.55,0.6,0.1,0.0,1.50
004635,0.01,1.5,0.25,0.4,0.00
004636,2.08,1.5,0.2,0.4,0.00
004640,4.15,1.5,0.25,0.0,0.15
004641,0.25,1.5,0.25,0.0,0.15
004642,1.77,0.5,0.1,0.0,0.12
004643,1.85,0.5,0.1,0.4,0.00
004647,0.35,0.7,0.2,0.0,0.08
004648,6.31,0.6,0.15,0.0,0.12
004651,0.02,0.7,0.2,0.4,0.00
004666,19.28,1.5,0.25,0.0,0.15
004671,1.29,1.5,0.25,0.0,0.15
004676,0.01,0.8,0.2,0.1,0.00
004680,0.3,0.8,0.1,0.0,0.15
004683,3.14,1.5,0.25,0.0,0.15
004685,2.69,1.5,0.1,0.0,0.15
004686,7.57,1.5,0.25,0.0,0.15
004687,2.06,0.6,0.1,0.0,0.15
004688,2.4,0.6,0.1,0.1,0.00
004693,4.06,0.7,0.15,0.0,1.50
004695,0.15,1.5,0.1,0.0,0.15
004696,0.07,0.7,0.1,0.1,0.15
004698,39.31,1.5,0.25,0.0,0.15
004703,3.51,1.5,0.25,0.0,0.15
004705,3.99,0.7,0.2,0.0,0.08
004706,2.87,0.7,0.2,0.4,0.00
004716,4.21,1.0,0.25,0.0,0.15
004724,0.03,1.2,0.15,0.0,0.15
004725,0.04,1.2,0.15,0.15,0.00
004726,0.02,0.8,0.1,0.0,0.15
004727,0.04,0.8,0.1,0.2,0.00
004728,68.33,0.3,0.1,0.0,0.06
004729,0.02,0.3,0.1,0.1,0.00
004730,0.85,1.5,0.25,0.0,0.15
004738,18.96,0.6,0.1,0.0,0.10
004739,16.38,0.6,0.1,0.3,0.00
004740,2.31,1.5,0.25,0.5,0.00
004742,2.36,0.5,0.1,0.25,0.00
004743,0.1,0.5,0.1,0.25,0.00
004744,10.59,0.5,0.1,0.25,0.00
004746,36.72,1.2,0.2,0.25,0.00
004752,7.19,0.5,0.1,0.0,0.12
004753,5.26,0.5,0.1,0.2,0.00
004756,5.58,0.6,0.1,0.0,0.80
004757,1.42,0.6,0.1,0.1,0.00
004763,0.04,0.8,0.15,0.0,0.12
004767,11.96,0.6,0.1,0.0,0.08
004783,0.0,1.5,0.25,0.8,0.00
004784,0.8,1.5,0.25,0.0,0.15
004790,0.03,0.6,0.1,0.0,0.12
004791,0.05,0.6,0.1,0.1,0.00
004794,0.39,0.6,0.1,0.0,0.15
004795,0.05,0.6,0.1,0.1,0.00
004805,0.17,1.5,0.25,0.0,0.15
004807,4.02,0.6,0.1,0.0,0.08
004808,0.24,0.6,0.1,0.35,0.00
004809,0.81,1.5,0.15,0.0,1.50
004812,10.96,1.5,0.25,0.0,0.15
004813,8.83,1.5,0.25,0.8,0.00
004814,1.09,1.5,0.25,0.0,0.15
004815,0.25,1.5,0.25,0.8,0.00
004818,5.42,0.6,0.1,0.0,1.50
004819,0.31,0.6,0.1,0.1,0.00
004823,8.56,0.8,0.25,0.0,0.10
004824,10.64,0.8,0.25,0.5,0.00
004829,4.79,0.6,0.1,0.0,0.08
004833,0.01,1.2,0.1,0.0,0.15
004834,0.03,1.2,0.1,0.2,0.00
004836,0.82,0.6,0.1,0.0,0.15
004837,1.09,0.6,0.1,0.1,0.00
004838,1.95,0.3,0.1,0.0,0.08
004839,3.22,0.3,0.08,0.0,0.03
004845,2.05,1.0,0.2,0.0,0.10
004846,0.16,1.0,0.2,0.6,0.00
004850,3.8,0.6,0.1,0.0,0.06
004851,123.5,1.5,0.25,0.0,0.15
004852,6.47,0.8,0.1,0.0,0.12
004853,0.91,0.8,0.1,0.4,0.00
004854,23.37,0.5,0.1,0.0,0.10
004855,10.09,0.5,0.1,0.2,0.00
004856,6.77,0.5,0.1,0.0,0.10
004857,9.05,0.5,0.1,0.2,0.00
004858,1.57,1.5,0.25,0.4,0.00
004868,7.39,1.5,0.25,0.0,0.15
004871,9.68,1.5,0.25,0.0,0.15
004874,1.3,1.3,0.2,0.4,0.00
004875,0.15,1.0,0.2,0.4,0.00
004876,0.16,1.0,0.2,0.4,0.00
004877,3.28,1.8,0.35,0.0,0.16
004878,0.91,1.8,0.35,0.0,1.60
004879,0.91,1.8,0.35,0.0,1.60
004881,4.52,1.5,0.25,0.0,0.15
004885,13.35,0.6,0.1,0.0,0.08
004888,1.33,0.65,0.15,0.0,0.12
004889,0.06,0.65,0.15,0.2,0.12
004890,0.6,1.5,0.25,0.0,0.15
004891,0.39,1.0,0.2,0.0,0.15
004892,0.28,1.0,0.2,0.25,0.00
004895,9.16,1.5,0.25,0.0,0.15
004897,0.69,0.5,0.1,0.0,0.04
004898,0.64,0.5,0.1,0.15,0.00
004902,3.06,0.4,0.1,0.0,0.08
004905,10.86,1.5,0.25,0.0,0.15
004907,0.09,0.4,0.1,0.0,0.04
004908,0.5,0.4,0.1,0.15,0.00
004913,0.07,0.6,0.1,0.0,0.10
004914,0.0,0.6,0.1,0.1,0.00
004917,0.06,0.6,0.1,0.0,0.10
004918,0.08,0.6,0.1,0.1,0.00
004925,1.09,1.5,0.25,0.0,0.15
004926,0.06,1.0,0.1,0.0,0.15
004927,3.67,1.0,0.1,0.1,0.00
004928,0.02,0.6,0.1,0.0,0.08
004929,0.11,0.6,0.1,0.1,0.00
004930,0.37,1.5,0.25,0.0,0.15
004931,0.43,1.5,0.25,0.8,0.00
004934,10.51,1.5,0.2,0.0,0.15
004942,0.23,0.6,0.1,0.0,0.12
004943,1.67,0.6,0.1,0.15,0.00
004944,2.44,0.8,0.15,0.0,0.12
004945,2.13,0.8,0.15,0.0,0.15
004948,0.31,0.8,0.15,0.4,0.00
004954,10.76,0.3,0.1,0.0,0.08
004955,0.1,0.3,0.1,0.04,0.00
004956,6.13,0.3,0.1,0.0,0.08
004957,0.02,0.3,0.1,0.05,0.00
004958,13.09,1.5,0.2,0.0,0.15
004959,8.82,1.5,0.2,0.0,0.15
004976,0.0,0.7,0.1,0.0,0.08
004977,0.0,0.7,0.1,0.2,0.00
004981,13.79,0.3,0.1,0.0,0.04
004987,0.78,0.6,0.1,0.0,0.15
004993,15.45,1.0,0.2,0.0,0.08
004994,8.94,1.0,0.2,0.4,0.00
004995,4.68,1.5,0.25,0.0,0.15
004996,0.13,0.5,0.1,0.6,0.00
004997,144.32,1.5,0.25,0.0,0.15
004998,9.63,1.0,0.25,0.0,0.08
004999,9.63,1.0,0.25,0.0,0.80
005001,28.19,1.5,0.25,0.0,0.15
005004,8.53,1.5,0.25,0.0,0.15
005005,5.29,0.6,0.25,0.0,0.15
005006,0.02,0.6,0.25,0.4,0.00
005007,0.37,1.0,0.25,0.0,0.06
005008,0.91,0.7,0.2,0.0,0.80
005009,0.73,1.5,0.25,0.0,0.15
005010,7.82,0.3,0.1,0.0,0.04
005011,2.77,0.3,0.1,0.4,0.00
005019,30.8,0.3,0.1,0.0,0.60
005021,0.05,1.5,0.25,0.0,0.15
005025,0.05,0.3,0.1,0.4,0.00
005028,26.18,1.5,0.25,0.0,0.15
005029,0.94,1.5,0.25,0.0,0.15
005035,2.85,1.0,0.1,0.0,0.15
005036,0.11,1.0,0.1,0.4,0.00
005037,3.27,1.0,0.1,0.0,0.15
005038,1.11,1.0,0.1,0.4,0.00
005041,1.41,1.5,0.2,0.0,0.15
005042,0.04,1.5,0.2,0.5,0.00
005043,0.12,1.5,0.25,0.0,0.15
005044,0.97,1.5,0.25,0.3,0.00
005047,0.03,0.3,0.1,0.0,0.06
005048,0.02,0.3,0.1,0.2,0.00
005049,0.52,1.0,0.1,0.0,0.12
005050,1.11,1.0,0.1,0.15,0.00
005051,1.5,0.6,0.15,0.0,0.10
005052,0.18,0.6,0.15,0.5,0.00
005054,1.23,0.4,0.1,0.1,0.00
005055,3.56,1.5,0.25,0.0,0.15
005059,7.95,1.0,0.2,0.0,0.12
005062,6.51,1.0,0.2,0.0,0.12
005063,3.71,0.5,0.1,0.0,0.12
005064,3.16,0.5,0.1,0.2,0.00
005075,1.75,1.5,0.25,0.0,0.15
005076,4.11,1.5,0.25,0.0,0.12
005078,1.75,0.4,0.1,0.0,0.08
005079,2.13,0.3,0.08,0.0,0.03
005090,0.28,1.2,0.1,0.0,0.15
005091,0.43,1.2,0.1,0.8,0.00
005099,0.0,0.3,0.1,0.0,0.80
005102,2.17,0.45,0.1,0.0,0.10
005103,0.07,0.45,0.1,0.25,0.00
005104,0.08,1.5,0.15,0.0,0.15
005105,0.04,1.5,0.15,0.05,0.00
005106,13.59,1.5,0.25,0.0,0.15
005109,3.38,1.5,0.2,0.0,0.15
005110,2.54,1.5,0.2,0.5,0.00
005112,2.19,1.0,0.2,0.0,0.12
005117,1.17,1.0,0.15,0.0,0.08
005118,0.14,1.0,0.15,0.1,0.00
005120,0.48,1.5,0.25,0.0,0.15
005121,0.89,0.4,0.1,0.0,0.08
005125,0.25,0.75,0.15,0.4,0.00
005126,0.15,1.5,0.25,0.0,0.15
005136,12.39,1.5,0.25,0.0,0.15
005138,3.39,0.6,0.1,0.0,0.08
005139,0.02,0.6,0.1,0.4,0.00
005142,0.33,1.5,0.25,0.0,0.15
005143,0.69,1.5,0.25,0.2,0.00
005146,0.14,1.5,0.2,0.0,0.15
005152,0.01,0.6,0.15,0.4,0.00
005156,1.88,0.8,0.25,0.0,0.08
005157,0.38,0.8,0.25,0.8,0.00
005159,24.07,0.6,0.2,0.0,0.08
005160,0.73,0.6,0.2,0.2,0.00
005161,0.23,1.5,0.25,0.0,0.15
005169,0.24,1.2,0.25,0.0,0.15
005170,1.88,1.2,0.25,0.01,0.00
005171,9.87,0.3,0.1,0.0,0.80
005173,0.35,0.6,0.1,0.0,0.08
005174,0.22,0.6,0.1,0.4,0.00
005175,0.95,1.5,0.25,0.0,0.15
005186,0.53,1.0,0.1,0.0,0.12
005187,0.03,1.0,0.1,0.15,0.00
005193,0.01,0.6,0.1,0.35,0.00
005197,1.54,1.5,0.25,0.0,0.15
005198,0.08,1.5,0.25,0.2,0.00
005200,41.1,0.3,0.1,0.0,0.80
005201,0.0,0.3,0.1,0.35,0.00
005206,6.48,1.5,0.25,0.8,0.00
005207,0.46,1.5,0.25,0.8,0.00
005209,0.21,1.5,0.25,0.0,0.15
005210,0.06,1.5,0.25,0.5,0.00
005211,2.09,1.5,0.25,0.0,0.15
005215,10.46,1.0,0.2,0.0,0.08
005216,5.58,1.0,0.2,0.6,0.00
005217,1.86,0.8,0.1,0.0,0.08
005218,2.41,0.8,0.2,0.0,0.10
005219,0.72,0.8,0.2,0.4,0.00
005220,3.0,1.0,0.2,0.0,0.15
005221,0.3,0.8,0.2,0.0,0.12
005222,0.29,0.8,0.2,0.3,0.00
005223,11.71,0.5,0.1,0.0,0.10
005224,13.99,0.5,0.1,0.2,0.00
005226,1.19,1.5,0.25,0.0,0.15
005228,5.77,1.5,0.25,0.0,0.15
005229,0.22,0.5,0.1,0.4,0.00
005231,0.72,0.8,0.2,0.0,0.08
005232,1.29,0.8,0.2,0.25,0.00
005233,7.37,1.5,0.25,0.0,0.12
005235,1.72,1.0,0.1,0.0,0.15
005236,1.14,1.0,0.1,0.4,0.00
005237,0.38,1.0,0.1,0.0,0.15
005238,0.36,1.0,0.1,0.4,0.00
005241,13.65,1.5,0.25,0.0,0.15
005242,2.06,1.5,0.25,0.8,0.00
005244,7.38,1.5,0.2,0.0,0.15
005245,1.31,1.5,0.2,0.5,0.00
005246,2.76,0.7,0.2,0.0,0.08
005247,0.08,1.5,0.15,0.0,1.50
005248,1.37,1.0,0.15,0.0,0.15
005251,5.58,1.5,0.25,0.0,0.15
005255,0.41,1.5,0.25,0.0,0.15
005258,2.33,1.5,0.25,0.0,0.15
005259,1.85,1.5,0.25,0.0,0.15
005262,0.72,0.8,0.15,0.0,0.12
005263,0.3,0.8,0.15,0.4,0.00
005264,0.11,1.5,0.15,0.0,0.12
005265,0.7,1.5,0.25,0.0,0.15
005266,0.3,1.5,0.25,0.8,0.00
005267,44.92,1.5,0.25,0.0,0.15
005268,18.74,1.5,0.25,0.0,0.15
005269,0.72,1.5,0.25,0.0,0.15
005270,2.34,1.5,0.25,0.0,0.15
005271,0.04,0.7,0.2,0.0,0.08
005272,0.01,0.7,0.2,0.3,0.00
005273,0.62,0.7,0.2,0.0,0.08
005275,70.51,1.5,0.25,0.0,0.15
005276,18.91,1.5,0.25,0.8,0.00
005281,0.15,1.5,0.25,0.0,0.15
005284,1.18,0.7,0.2,0.4,0.00
005287,0.53,1.2,0.2,0.4,0.00
005288,0.47,1.2,0.2,0.0,0.15
005290,0.14,0.6,0.1,0.0,0.15
005293,0.65,0.6,0.1,0.0,0.15
005299,1.73,1.5,0.25,0.0,0.15
005300,1.02,1.5,0.25,0.5,0.00
005301,0.06,0.6,0.1,0.0,0.08
005302,0.13,0.6,0.1,0.4,0.00
005303,14.94,1.5,0.25,0.0,0.15
005304,3.03,1.5,0.25,0.8,0.00
005310,3.1,1.5,0.25,0.0,0.15
005311,12.32,1.5,0.25,0.0,0.15
005312,16.44,1.5,0.25,0.5,0.00
005325,5.13,0.8,0.1,0.0,1.00
005326,1.9,0.8,0.1,0.2,0.00
005328,0.55,1.5,0.25,0.0,0.15
005331,0.72,1.2,0.2,0.0,0.08
005335,4.13,1.5,0.25,0.0,0.15
005341,0.37,1.2,0.1,0.0,0.12
005342,0.77,1.2,0.1,0.15,0.00
005343,0.05,1.2,0.1,0.0,0.12
005344,0.35,1.2,0.1,0.15,0.00
005345,0.28,0.3,0.1,0.0,0.08
005346,0.44,0.3,0.1,0.2,0.00
005347,19.34,1.5,0.25,0.0,0.15
005350,0.19,0.3,0.07,0.0,0.03
005351,1.59,1.5,0.25,0.0,0.15
005354,47.34,0.6,0.1,0.0,0.15
005357,1.74,1.5,0.25,0.0,0.15
005358,11.44,1.5,0.25,0.0,0.15
005359,3.05,1.5,0.25,0.5,0.00
005360,0.18,1.5,0.25,0.0,0.15
005362,10.64,0.3,0.1,0.0,0.80
005363,0.01,0.3,0.1,0.1,0.00
005366,12.74,0.3,0.1,0.0,0.08
005367,0.0,0.3,0.1,0.1,0.00
005368,15.23,1.5,0.25,0.0,0.15
005376,1.91,0.6,0.1,0.0,0.08
005386,1.35,0.6,0.1,0.0,0.08
005387,1.17,0.6,0.1,0.1,0.00
005390,0.33,0.5,0.1,0.0,0.10
005391,1.34,0.5,0.1,0.35,0.00
005395,120.58,1.5,0.25,0.0,0.15
005396,2.04,0.6,0.15,0.0,0.15
005397,7.9,1.0,0.2,0.0,0.12
005399,2.66,1.0,0.15,0.0,0.15
005400,7.61,1.5,0.25,0.0,0.15
005401,2.73,1.5,0.25,0.5,0.00
005402,2.88,1.5,0.25,0.0,0.15
005403,0.57,1.5,0.25,0.0,0.15
005405,0.04,1.0,0.25,0.0,0.15
005406,0.23,1.0,0.25,0.4,0.00
005409,4.99,1.5,0.25,0.0,0.15
005412,0.01,1.0,0.1,0.0,0.08
005413,0.01,1.0,0.1,0.1,0.00
005418,1.37,1.5,0.25,0.0,0.15
005419,11.37,0.3,0.1,0.0,0.08
005420,0.0,0.3,0.1,0.5,0.00
005421,14.22,1.5,0.25,0.0,0.15
005429,0.13,1.2,0.2,0.0,0.12
005430,0.01,1.2,0.2,0.6,0.00
005433,8.8,1.5,0.25,0.0,0.15
005437,0.68,1.5,0.25,0.0,0.15
005438,0.06,1.5,0.25,0.3,0.00
005443,1.09,1.5,0.25,0.0,0.15
005445,1.4,1.5,0.25,0.0,0.15
005447,0.17,1.5,0.25,0.0,0.15
005448,0.62,0.3,0.1,0.0,0.06
005449,12.12,1.5,0.25,0.0,0.15
005450,32.51,1.5,0.25,0.0,0.15
005451,3.37,0.6,0.2,0.0,0.08
005452,0.31,0.6,0.2,0.4,0.00
005453,4.36,1.5,0.25,0.0,0.15
005454,5.41,1.5,0.25,0.1,0.00
005457,1.39,1.5,0.25,0.0,0.15
005459,3.34,0.6,0.1,0.0,0.08
005460,1.28,0.6,0.1,0.1,0.00
005461,17.6,1.0,0.2,0.0,0.08
005472,1.79,1.5,0.25,0.0,0.15
005473,0.72,1.5,0.25,0.8,0.00
005474,6.15,1.5,0.2,0.0,0.15
005475,1.24,1.5,0.2,0.5,0.00
005477,0.51,1.2,0.2,0.0,0.12
005478,0.04,1.2,0.2,0.2,0.00
005480,0.64,0.3,0.1,0.2,0.00
005481,10.04,1.5,0.25,0.0,0.15
005482,0.5,1.5,0.25,0.0,0.15
005483,0.09,1.5,0.25,0.8,0.00
005486,0.2,1.5,0.25,0.0,0.15
005487,0.06,1.5,0.25,0.8,0.00
005492,1.31,1.5,0.25,0.0,0.15
005493,0.69,1.5,0.25,0.0,0.12
005494,0.01,1.5,0.25,0.5,0.00
005495,4.71,1.5,0.25,0.0,0.15
005496,0.83,1.5,0.25,0.5,0.00
005498,6.11,1.5,0.25,0.0,0.15
005502,0.86,1.5,0.25,0.0,0.15
005503,2.47,0.27,0.08,0.15,0.00
005504,11.34,1.5,0.25,0.0,0.15
005505,0.17,1.5,0.25,0.0,0.15
005506,0.37,1.5,0.25,0.25,0.00
005513,0.03,0.3,0.1,0.0,0.04
005514,0.0,0.3,0.1,0.3,0.00
005515,0.12,1.0,0.2,0.0,0.15
005516,0.01,1.0,0.2,0.35,0.00
005520,0.98,1.5,0.25,0.0,0.15
005521,12.96,1.5,0.25,0.0,0.15
005523,8.36,1.0,0.2,0.0,0.12
005524,14.33,1.0,0.2,0.3,0.00
005526,6.54,1.5,0.25,0.0,0.15
005530,2.92,0.8,0.2,0.0,0.15
005533,0.32,1.5,0.25,0.0,0.15
005534,1.37,1.8,0.3,0.0,0.15
005535,1.52,1.5,0.25,0.0,0.15
005537,0.02,0.7,0.1,0.0,0.10
005538,0.03,0.7,0.1,0.1,0.00
005541,0.53,0.6,0.1,0.0,0.15
005542,0.55,0.6,0.1,0.1,0.00
005544,1.4,1.5,0.25,0.0,0.15
005545,0.58,1.5,0.25,0.0,0.15
005554,0.39,0.5,0.1,0.0,0.12
005555,0.71,0.5,0.1,0.4,0.00
005561,1.35,0.5,0.1,0.0,0.15
005562,0.15,0.5,0.1,0.2,0.00
005567,0.23,0.5,0.1,0.0,0.15
005568,0.14,0.5,0.1,0.2,0.00
005569,0.23,1.5,0.25,0.0,0.15
005570,0.05,1.5,0.25,0.5,0.00
005571,0.52,1.5,0.2,0.0,0.15
005572,0.3,1.5,0.2,0.35,0.00
005573,10.13,0.4,0.1,0.0,0.05
005574,0.0,0.4,0.1,0.1,0.00
005576,0.56,1.5,0.25,0.0,0.15
005577,2.95,0.3,0.1,0.0,0.08
005578,0.0,0.3,0.1,0.6,0.00
005579,0.55,0.6,0.1,0.0,0.08
005580,0.45,0.6,0.1,0.4,0.00
005581,0.29,0.25,0.08,0.0,0.05
005582,0.02,0.25,0.08,0.25,0.00
005583,7.87,1.5,0.25,0.0,0.15
005585,0.36,1.5,0.25,0.0,0.15
005587,2.43,1.5,0.25,0.0,0.15
005588,0.85,1.2,0.1,0.0,0.12
005592,4.96,1.2,0.1,0.2,0.00
005593,3.01,1.5,0.25,0.0,0.15
005596,3.2,1.5,0.25,0.0,0.15
005597,0.99,1.5,0.25,0.5,0.00
005598,3.41,1.5,0.25,0.0,0.15
005599,1.93,1.5,0.25,0.0,0.15
005600,0.05,1.5,0.25,0.8,0.00
005609,64.86,1.5,0.25,0.0,0.15
005612,16.37,1.5,0.25,0.0,0.15
005613,2.97,0.8,0.25,0.0,0.10
005614,2.97,0.8,0.25,0.0,1.00
005615,2.97,0.8,0.25,0.0,1.00
005616,0.28,1.2,0.25,0.0,0.15
005620,8.06,1.5,0.25,0.0,0.15
005621,4.72,1.5,0.25,0.8,0.00
005623,47.19,0.15,0.05,0.0,0.05
005624,0.08,0.15,0.05,0.1,0.00
005628,0.02,1.5,0.25,0.0,0.15
005629,0.01,1.5,0.25,0.5,0.00
005632,2.29,1.5,0.25,0.0,0.15
005633,2.12,1.0,0.2,0.5,0.00
005638,0.8,1.5,0.25,0.0,0.15
005639,1.73,0.5,0.1,0.0,0.10
005640,6.79,0.5,0.1,0.4,0.00
005644,13.29,1.5,0.25,0.0,0.15
005646,0.29,0.7,0.15,0.3,0.12
005650,2.12,1.5,0.25,0.0,0.15
005651,0.33,1.5,0.25,0.5,0.00
005656,33.81,0.6,0.15,0.0,0.08
005657,7.45,0.6,0.15,0.4,0.00
005658,4.25,0.5,0.1,0.3,0.00
005659,0.31,0.5,0.1,0.4,0.00
005660,1.69,1.5,0.25,0.0,0.15
005661,0.58,1.5,0.25,0.5,0.00
005662,7.76,1.5,0.25,0.0,0.15
005663,1.59,1.5,0.25,0.5,0.00
005668,15.62,1.5,0.25,0.0,0.15
005669,4.84,1.5,0.25,0.0,0.15
005670,32.19,0.3,0.1,0.0,0.80
005671,4.36,1.5,0.25,0.0,0.15
005672,0.52,1.5,0.25,0.8,0.00
005674,2.66,1.5,0.25,0.0,0.15
005675,3.08,0.6,0.2,0.25,0.00
005676,0.14,1.2,0.35,0.25,0.00
005678,64.41,0.6,0.1,0.0,0.06
005680,8.76,1.5,0.25,0.0,0.15
005682,14.77,1.5,0.25,0.0,0.15
005683,7.29,1.5,0.25,0.0,0.15
005689,12.08,1.5,0.25,0.0,0.15
005690,40.0,0.3,0.1,0.0,0.08
005691,0.92,0.5,0.1,0.4,0.00
005693,17.53,0.5,0.1,0.2,0.00
005698,0.71,1.8,0.35,0.0,0.15
005699,1.06,1.6,0.27,0.0,0.15
005700,1.06,1.6,0.27,0.0,1.50
005701,0.56,1.5,0.25,0.0,0.15
005702,0.31,1.0,0.15,0.0,0.12
005705,65.42,0.3,0.1,0.0,0.08
005707,0.2,1.5,0.25,0.0,0.15
005708,0.55,1.5,0.25,0.0,0.15
005711,32.02,1.5,0.25,0.0,0.15
005717,0.82,0.7,0.15,0.0,0.08
005722,50.46,0.3,0.1,0.0,0.80
005726,8.48,1.5,0.25,0.0,0.15
005727,0.08,0.5,0.1,0.4,0.00
005728,0.59,1.5,0.25,0.0,0.15
005729,2.21,1.5,0.25,0.0,0.15
